装备显示类型	模型	贴图
标准男新高明教头	m2_mp_hd_mod010.Mesh	m2_mp_hd_mod010.Mtl
标准男少年游（帽子）	m1_hd_008.Mesh	m1_hd_008a.Mtl
标准男相见欢（帽子）	m1_hd_007.Mesh	m1_hd_007a.Mtl
标准男自在唯我冠	m2_hd_004.Mesh	m2_hd_004a.Mtl
标准男倾国风流冠	m1_hd_009.Mesh	m1_hd_009a.Mtl
标准男策马天下头	m1_hd_020.Mesh	m1_hd_020.Mtl
标准男白金盔	m2_wz_hd_modjinjia.mesh	m2_wz_hd_modbaijinjia.mtl
标准男圣诞头	m1_hd_005.Mesh	m1_hd_005a.Mtl
标准男雷虎元帅头	m1_hd_021.Mesh	m1_hd_021.Mtl
标准男雷虎将军头	m1_hd_021b.Mesh	m1_hd_021b.Mtl
标准男灵徒头	m1_hd_025.Mesh	m1_hd_025a.Mtl
标准男豪侠冠	m1_hd_026.Mesh	m1_hd_026a.Mtl
标准男火凤将军头	m1_hd_014.Mesh	m1_hd_014b.Mtl
标准男火凤元帅头	m1_hd_024.Mesh	m1_hd_024a.Mtl
标准男2012声望头部01	m1_hd_001.Mesh	m1_hd_001a.Mtl
标准男2012声望头部02	m1_hd_001.Mesh	m1_hd_001b.Mtl
标准男2012声望头部03	m1_hd_001.Mesh	m1_hd_001c.Mtl
标准男歪歪头	m2_huanxiongzhuanghead.Mesh	m2_huanxiongzhuanghead.Mtl
标准男逍遥头紫3	m2_wz_hd_modxiaoyao02.Mesh	m2_wz_hd_modxiaoyao02a.Mtl
标准男逍遥头蓝3	m2_wz_hd_modxiaoyao02.Mesh	m2_wz_hd_modxiaoyao02a.Mtl
标准男逍遥头浅绿3	m2_wz_hd_modxiaoyao02.Mesh	m2_wz_hd_modxiaoyao02a.Mtl
标准男逍遥头黑3	m2_wz_hd_modxiaoyao02.Mesh	m2_wz_hd_modxiaoyao02a.Mtl
标准男逍遥头绿3	m2_wz_hd_modxiaoyao02.Mesh	m2_wz_hd_modxiaoyao02a.Mtl
标准男子夜头	m1_hd_022a.Mesh	m1_hd_022a.Mtl
标准男金缕头	m1_hd_022a.Mesh	m1_hd_022b.Mtl
标准男新门派头峨眉	m1_hd_010.Mesh	m1_hd_010.Mtl
标准男新门派头丐帮	m1_hd_011.Mesh	m1_hd_011.Mtl
标准男新门派头武当	m1_hd_012.Mesh	m1_hd_012.Mtl
标准男新门派头翠烟	m1_hd_013.Mesh	m1_hd_013.Mtl
标准男新门派头杨门	m1_hd_014.Mesh	m1_hd_014.Mtl
标准男新门派头少林	m1_hd_015.Mesh	m1_hd_015.Mtl
标准男新门派头明教	m1_hd_016.Mesh	m1_hd_016.Mtl
标准男新门派头五毒	m1_hd_017.Mesh	m1_hd_017.Mtl
标准男新门派头唐门	m1_hd_018.Mesh	m1_hd_018.Mtl
标准男新门派头昆仑	m1_hd_019.Mesh	m1_hd_019.Mtl
标准男蕙兰头	m1_hd_028.Mesh	m1_hd_028a.Mtl
标准男长空头	m2_other_mod004_hd.Mesh	m2_other_mod004_hd.Mtl
标准男藤紫兰头	m1_hd_023.Mesh	m1_hd_023a.Mtl
标准男流火头	m1_hd_024.Mesh	m1_hd_024a.Mtl
标准男姬灵头白	m1_hd_029.Mesh	m1_hd_029a.Mtl
标准男姬灵头橙	m1_hd_029.Mesh	m1_hd_029b.Mtl
标准男绛云头a	m1_hd_032.Mesh	m1_hd_032a.Mtl
标准男绛云头b	m1_hd_032.Mesh	m1_hd_032b.Mtl
标准男鹤归头	m1_hd_031.Mesh	m1_hd_031a.Mtl
标准男青羽头	m1_hd_021.Mesh	m1_hd_021a.Mtl
标准男红影头	m1_hd_025.Mesh	m1_hd_025a.Mtl
标准男雁丘头	m1_hd_026.Mesh	m1_hd_026a.Mtl
标准男简清头	m1_hd_027.Mesh	m1_hd_027a.Mtl
标准男孔雀明王头	m1_hd_030.Mesh	m1_hd_030a.Mtl
标准男桃夭头	m1_hd_033.Mesh	m1_hd_033a.Mtl
标准男宫商头	m1_hd_034.Mesh	m1_hd_034a.Mtl
标准男卫国头	m2_wz_hd_mod001g.Mesh	m2_wz_hd_tex001ag.Mtl
标准男宋军头	m2_wz_hd_mod004g.Mesh	m2_wz_hd_tex004ag.Mtl
标准男辽军头	m2_wz_hd_mod005g.Mesh	m2_wz_hd_tex005ag.Mtl
标准男叶上秋风头	m1_hd_035.Mesh	m1_hd_035a.Mtl
标准男摇铃听歌头	m1_hd_036.Mesh	m1_hd_036a.Mtl
标准男白露头	m1_hd_038.Mesh	m1_hd_038a.Mtl
标准男太守郡主头	m2_hd_mod太守.Mesh	m2_hd_mod太守.Mtl
标准男鸿影轻烟头	m1_hd_037.Mesh	m1_hd_037a.Mtl
标准男唯我独尊头	m1_hd_039.Mesh	m1_hd_039a.Mtl
标准男霜叶红花头	m1_hd_040.Mesh	m1_hd_040a.Mtl
标准男猴年头	m1_hd_041.Mesh	m1_hd_041a.Mtl
标准男国士无双头	m1_hd_042.Mesh	m1_hd_042a.Mtl
标准男千岩月落头	m1_hd_044.Mesh	m1_hd_044a.Mtl
标准男扁舟夜泛头	m1_hd_045.Mesh	m1_hd_045a.Mtl
标准男看朱成碧头	m1_hd_043.Mesh	m1_hd_043a.Mtl
标准男春意盎然头	m1_hd_057.Mesh	m1_hd_057.Mtl
标准男问情头	m1_hd_059.Mesh	m1_hd_059.Mtl
标准男长乐未央头	m1_hd_058.Mesh	m1_hd_058.Mtl
标准男烁玉流金头	m1_hd_060.Mesh	m1_hd_060.Mtl
标准男金风玉露头	m1_hd_061.Mesh	m1_hd_061.Mtl
标准男傲雪凌霜头	m1_hd_062.Mesh	m1_hd_062.Mtl
标准男白雨跳珠头	m1_hd_063.Mesh	m1_hd_063.Mtl
标准男碧海秋夕头	m1_hd_064.Mesh	m1_hd_064.Mtl
标准男傲睨头	m1_hd_065.Mesh	m1_hd_065.Mtl
标准男暖日和风头	m1_hd_066.Mesh	m1_hd_066.Mtl
标准男碧城烟雨头	m1_hd_067.Mesh	m1_hd_067.Mtl
标准男荷风竹露头	m1_hd_068.Mesh	m1_hd_068.Mtl
标准男乞巧如意头	m1_hd_069.Mesh	m1_hd_069.Mtl
标准男晴绮照烟头	m1_hd_070.Mesh	m1_hd_070.Mtl
标准男暗香盈袖头	m1_hd_071.Mesh	m1_hd_071.Mtl
标准男飞鸿残霞头	m1_hd_072.Mesh	m1_hd_072.Mtl
标准男浮云暮寒头	m1_hd_073.Mesh	m1_hd_073.Mtl
标准男汀上白沙头	m1_hd_074.Mesh	m1_hd_074.Mtl
标准男熏梅染柳头	m1_hd_075.Mesh	m1_hd_075.Mtl
标准男烟笼寒江头	m1_hd_076.Mesh	m1_hd_076.Mtl
标准男涧影潭香头	m1_hd_077.Mesh	m1_hd_077.Mtl
标准男碧山晚云头	m1_hd_078.Mesh	m1_hd_078.Mtl
标准男晴空碧霄头	m1_hd_080.Mesh	m1_hd_080.Mtl
标准男落日孤城头	m1_hd_082.Mesh	m1_hd_082.Mtl
标准男秋风暮雨头	m1_hd_079.Mesh	m1_hd_079.Mtl
