装备显示类型	空手普通站立	空手警戒站立	空手战斗站立	空手行走	空手奔跑	空手攻击00	空手攻击01	空手暴击	空手闪避	空手格档	骑马空手攻击	骑马空手格档	骑马空手战斗站立	骑马空手站立	骑马空手行走	骑马空手奔跑	暗器普通站立	暗器警戒站立	暗器战斗站立	暗器攻击	暗器暴击	骑马暗器站立	骑马暗器行走	骑马暗器奔跑	骑马暗器攻击	骑马暗器格档	单手类普通站立	单手类警戒站立	单手类战斗站立	单手类行走	单手类奔跑	单手类笔攻击00	单手类笔攻击01	单手类笔暴击	单手类刀攻击00	单手类刀攻击01	单手类刀暴击	单手类剑攻击00	单手类剑攻击01	单手类剑暴击	单手类闪避	单手类格档	骑马单手类战斗站立	骑马单手类站立	骑马单手类行走	骑马单手类奔跑	骑马单手类攻击00	骑马单手类攻击01	骑马单手类格档	双手类普通站立	双手类警戒站立	双手类战斗站立	双手类法师站立	双手类法师警戒站立	双手类法师战斗站立	双手类行走	双手类奔跑	双手类法师行走	双手类法师奔跑	双手类枪攻击00	双手类枪攻击01	双手类枪暴击	双手类棍攻击00	双手类棍攻击01	双手类棍暴击	双手类锡杖攻击00	双手类锡杖攻击01	双手类锡杖暴击	双手类闪避	双手类格档	骑马双手类战斗站立	骑马双手类站立	骑马双手类行走	骑马双手类奔跑	骑马双手类攻击00	骑马双手类攻击01	骑马双手类格档	骑马双手类法师站立	骑马双手类法师行走	骑马双手类法师奔跑	琴普通站立	琴警戒站立	琴战斗站立	琴行走	琴奔跑	琴攻击	琴暴击	琴格档	琴闪避	骑马琴战斗站立	骑马琴站立	骑马琴行走	骑马琴奔跑	骑马琴攻击	骑马琴格档	空手被击	暗器被击	单手类被击	双手类被击	琴被击	击退	击倒	骑马被击	空手闪避	死亡	骑马死亡	空手爬起	单手类爬起	双手类爬起	琴爬起	双手类法师爬起	空手击倒	单手类击倒	双手类击倒	琴击倒	双手类法师击倒	枪普通站立	枪警戒站立	枪战斗站立	枪行走	枪奔跑	枪攻击00	枪攻击01	枪暴击	枪闪避	枪格档	骑马枪格档	骑马枪战斗站立	骑马枪站立	骑马枪行走	骑马枪奔跑	骑马枪攻击00	骑马枪攻击01	骑马枪暴击	骑马枪被击	骑马枪击退	骑马枪击倒	枪击退	枪击倒	弓普通站立	弓警戒站立	弓战斗站立	弓行走	弓奔跑	弓攻击00	弓攻击01	弓暴击	弓闪避	弓格档	骑马弓格档	骑马弓战斗站立	骑马弓站立	骑马弓行走	骑马弓奔跑	骑马弓攻击00	骑马弓攻击01	骑马弓暴击	骑马弓被击	骑马弓击退	骑马弓击倒	弓击退	弓击倒	双刀普通站立	双刀警戒站立	双刀战斗站立	双刀行走	双刀奔跑	双刀攻击00	双刀攻击01	双刀暴击	双刀闪避	双刀格档	双刀被击	骑马双刀站立	骑马双刀行走	骑马双刀奔跑	骑马双刀被击	双刀击倒	爪普通站立	爪警戒站立	爪战斗站立	爪行走	爪奔跑	爪攻击00	爪攻击01	爪暴击	爪闪避	爪格档	爪被击	爪击倒	双持匕首战斗站立	双持匕首警戒站立	双持匕首普通站立	双持匕首行走	双持匕首奔跑	双持匕首被击	双持匕首格档	双持匕首闪避	双持匕首击倒	双持匕首爬起	双持匕首骑马战斗站立	双持匕首骑马站立	双持匕首骑马站立	双持匕首骑马行走	双持匕首骑马奔跑	双持匕首骑马格档	灵剑战斗站立	灵剑普通站立	灵剑行走	灵剑奔跑
标准男躯干010	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干011	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干012	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干013	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干014	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干015	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干016	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干017	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男躯干018	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男门派躯干01	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男门派躯干02	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男门派躯干03	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男门派躯干04	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
标准男结婚装01	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	60	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	60	100	100	100	100	100
