装备显示类型	模型	贴图
魁梧男越南头	m1_YNzhongbuhead.Mesh	m1_YNzhongbuhead.Mtl
魁梧男资料片白头	m1_yn_hd_bai01.Mesh	m1_yn_hd_bai01.Mtl
魁梧男资料片红头	m1_yn_hd_hong01.Mesh	m1_yn_hd_hong01.Mtl
魁梧男资料片黄头	m1_yn_hd_huang01.Mesh	m1_yn_hd_huang01.Mtl
魁梧男七夕头	m1_yn_qx_hd_hong01.Mesh	m1_yn_qx_hd_hong01.Mtl
魁梧男火云乌夜头	m2_TY_feihong_head.Mesh	m2_TY_feihong_head.Mtl
魁梧男黯魂鎏金头	m2_TY_huanghuo_head.Mesh	m2_TY_huanghuo_head.Mtl
魁梧男天波破阵头	m2_TY_yangzhong_head.Mesh	m2_TY_yangzhong_head.Mtl
魁梧男唐门高级外装头	m1_mp_hd_mod008.Mesh	m1_mp_hd_mod008.Mtl
魁梧男丐帮高级外装头	m1_mp_hd_mod006.Mesh	m1_mp_hd_mod006.Mtl
魁梧男武当高级外装头	m1_mp_hd_mod004.Mesh	m1_mp_hd_mod004.Mtl
魁梧男少林高级外装头	m1_mp_hd_mod002.Mesh	m1_mp_hd_mod002.Mtl
魁梧男杨门高级外装头	m1_mp_hd_mod014.Mesh	m1_mp_hd_mod014.Mtl
魁梧男五毒高级外装头	m1_mp_hd_mod018.Mesh	m1_mp_hd_mod018.Mtl
魁梧男明教高级外装头	m1_mp_hd_mod010.Mesh	m1_mp_hd_mod010.Mtl
魁梧男昆仑高级外装头	m1_mp_hd_mod016.Mesh	m1_mp_hd_mod016.Mtl
魁梧男2012声望头部01	m2_hd_001.Mesh	m2_hd_001a.Mtl
魁梧男2012声望头部02	m2_hd_001.Mesh	m2_hd_001b.Mtl
魁梧男2012声望头部03	m2_hd_001.Mesh	m2_hd_001c.Mtl
魁梧男飞絮青冥盔	m1_hd_mod004.mesh	m1_hd_mod004a.mtl
魁梧男铁意凌风巾	m1_hd_mod004.mesh	m1_hd_mod004a.mtl
魁梧男红绡金麟盔	m1_hd_mod004.mesh	m1_hd_mod004a.mtl
魁梧男天羽袈裟头	m2_YY_shaluo_hd.Mesh	m2_YY_shaluo_hd.Mtl
魁梧男辰蛇在岁冠	m2_hd_006.Mesh	m2_hd_006a.Mtl
魁梧男新低少林头	m1_mp_hd_001.Mesh	m1_mp_hd_001.Mtl
魁梧男新低道士头	m1_mp_hd_003.Mesh	m1_mp_hd_003.Mtl
魁梧男新低丐帮头	m1_hd_mod004.mesh	m1_hd_mod004a.mtl
魁梧男新低唐门头	m1_hd_mod004.mesh	m1_hd_mod004a.mtl
魁梧男新低杨门头	m1_mp_hd_013.Mesh	m1_mp_hd_013.Mtl
魁梧男新低五毒头	m1_mp_hd_017.Mesh	m1_mp_hd_017.Mtl
魁梧男新低昆仑头	m1_mp_hd_015.Mesh	m1_mp_hd_015.Mtl
魁梧男新低明教头	m1_mp_hd_009.Mesh	m1_mp_hd_009.Mtl
魁梧男新高少林头	m1_mp_hd_mod002.Mesh	m1_mp_hd_mod002.Mtl
魁梧男新高道士头	m1_mp_hd_mod004.Mesh	m1_mp_hd_mod004.Mtl
魁梧男新高丐帮头	m1_mp_hd_mod006.Mesh	m1_mp_hd_mod006.Mtl
魁梧男新高唐门头	m1_mp_hd_mod008.Mesh	m1_mp_hd_mod008.Mtl
魁梧男新高杨门头	m1_hd_mod004.mesh	m1_hd_mod004a.mtl
魁梧男新高五毒头	m1_mp_hd_mod018.Mesh	m1_mp_hd_mod018.Mtl
魁梧男新高昆仑头	m1_mp_hd_mod016.Mesh	m1_mp_hd_mod016.Mtl
魁梧男新高明教头	m1_mp_hd_xmod010.Mesh	m1_mp_hd_xmod008.Mtl
魁梧男相见欢（帽子）	m2_hd_007.Mesh	m2_hd_007a.Mtl
魁梧男少年游（帽子）	m2_hd_008.Mesh	m2_hd_008a.Mtl
魁梧男自在唯我冠	m2_hd_004.Mesh	m2_hd_004a.Mtl
魁梧男倾国风流冠	m2_hd_009.Mesh	m2_hd_009a.Mtl
魁梧男策马天下头	m2_hd_020a.Mesh	m2_hd_020a.Mtl
魁梧男逍遥头紫3	m1_wz_hd_modxiaoyao02.Mesh	m1_wz_hd_modxiaoyao02a.Mtl
魁梧男逍遥头蓝3	m1_wz_hd_modxiaoyao02.Mesh	m1_wz_hd_modxiaoyao02b.Mtl
魁梧男逍遥头浅绿3	m1_wz_hd_modxiaoyao02.Mesh	m1_wz_hd_modxiaoyao02c.Mtl
魁梧男逍遥头黑3	m1_wz_hd_modxiaoyao02.Mesh	m1_wz_hd_modxiaoyao02d.Mtl
魁梧男逍遥头绿3	m1_wz_hd_modxiaoyao02.Mesh	m1_wz_hd_modxiaoyao02e.Mtl
魁梧男子夜头	m2_hd_022a.Mesh	m2_hd_022a.Mtl
魁梧男金缕头	m2_hd_022a.Mesh	m2_hd_022b.Mtl
魁梧男新门派头峨眉	m2_hd_010.Mesh	m2_hd_010.Mtl
魁梧男新门派头丐帮	m2_hd_011.Mesh	m2_hd_011.Mtl
魁梧男新门派头武当	m2_hd_012.Mesh	m2_hd_012.Mtl
魁梧男新门派头翠烟	m2_hd_013.Mesh	m2_hd_013.Mtl
魁梧男新门派头杨门	m2_hd_014.Mesh	m2_hd_014.Mtl
魁梧男新门派头少林	m2_hd_015.Mesh	m2_hd_015.Mtl
魁梧男新门派头明教	m2_hd_016.Mesh	m2_hd_016.Mtl
魁梧男新门派头五毒	m2_hd_017.Mesh	m2_hd_017.Mtl
魁梧男新门派头唐门	m1_hd_mod004.mesh	m1_hd_mod004a.mtl
魁梧男新门派头昆仑	m2_hd_019.Mesh	m2_hd_019.Mtl
魁梧男蕙兰头	m2_hd_028.Mesh	m2_hd_028a.Mtl
魁梧男长空头	m1_other_mod004_hd.Mesh	m1_other_mod004_hd.Mtl
魁梧男藤紫兰头	m2_hd_023.Mesh	m2_hd_023a.Mtl
魁梧男流火头	m2_hd_024.Mesh	m2_hd_024a.Mtl
魁梧男姬灵头白	m2_hd_029.Mesh	m2_hd_029a.Mtl
魁梧男姬灵头橙	m2_hd_029.Mesh	m2_hd_029b.Mtl
魁梧男绛云头a	m2_hd_032.Mesh	m2_hd_032a.Mtl
魁梧男绛云头b	m2_hd_032.Mesh	m2_hd_032b.Mtl
魁梧男鹤归头	m2_hd_031.Mesh	m2_hd_031a.Mtl
魁梧男青羽头	m2_hd_021.Mesh	m2_hd_021a.Mtl
魁梧男红影头	m2_hd_025.Mesh	m2_hd_025a.Mtl
魁梧男雁丘头	m2_hd_026.Mesh	m2_hd_026a.Mtl
魁梧男简清头	m2_hd_027.Mesh	m2_hd_027a.Mtl
魁梧男孔雀明王头	m2_hd_030.Mesh	m2_hd_030a.Mtl
魁梧男桃夭头	m2_hd_033.Mesh	m2_hd_033a.Mtl
魁梧男宫商头	m2_hd_034.Mesh	m2_hd_034a.Mtl
魁梧男卫国头	m1_wz_hd_mod001g.Mesh	m1_wz_hd_tex001ag.Mtl
魁梧男宋军头	m1_wz_hd_mod004g.Mesh	m1_wz_hd_tex004ag.Mtl
魁梧男辽军头	m1_wz_hd_mod005g.Mesh	m1_wz_hd_tex005ag.Mtl
魁梧男叶上秋风头	m2_hd_035.Mesh	m2_hd_035a.Mtl
魁梧男摇铃听歌头	m2_hd_036.Mesh	m2_hd_036a.Mtl
魁梧男白露头	m2_hd_038.Mesh	m2_hd_038a.Mtl
魁梧男太守郡主头	m1_hd_mod太守.Mesh	m1_hd_mod太守.Mtl
魁梧男鸿影轻烟头	m2_hd_037.Mesh	m2_hd_037a.Mtl
魁梧男唯我独尊头	m2_hd_039.Mesh	m2_hd_039a.Mtl
魁梧男霜叶红花头	m2_hd_040.Mesh	m2_hd_040a.Mtl
魁梧男猴年头	m2_hd_041.Mesh	m2_hd_041a.Mtl
魁梧男国士无双头	m2_hd_042.Mesh	m2_hd_042a.Mtl
魁梧男千岩月落头	m2_hd_044.Mesh	m2_hd_044a.Mtl
魁梧男扁舟夜泛头	m2_hd_045.Mesh	m2_hd_045a.Mtl
魁梧男看朱成碧头	m2_hd_043.Mesh	m2_hd_043a.Mtl
魁梧男春意盎然头	m2_hd_057.Mesh	m2_hd_057.Mtl
魁梧男问情头	m2_hd_059.Mesh	m2_hd_059.Mtl
魁梧男长乐未央头	m2_hd_058.Mesh	m2_hd_058.Mtl
魁梧男烁玉流金头	m2_hd_060.Mesh	m2_hd_060.Mtl
魁梧男金风玉露头	m2_hd_061.Mesh	m2_hd_061.Mtl
魁梧男傲雪凌霜头	m2_hd_062.Mesh	m2_hd_062.Mtl
魁梧男白雨跳珠头	m2_hd_063.Mesh	m2_hd_063.Mtl
魁梧男碧海秋夕头	m2_hd_064.Mesh	m2_hd_064.Mtl
魁梧男傲睨头	m2_hd_065.Mesh	m2_hd_065.Mtl
魁梧男暖日和风头	m2_hd_066.Mesh	m2_hd_066.Mtl
魁梧男碧城烟雨头	m2_hd_067.Mesh	m2_hd_067.Mtl
魁梧男荷风竹露头	m2_hd_068.Mesh	m2_hd_068.Mtl
魁梧男乞巧如意头	m2_hd_069.Mesh	m2_hd_069.Mtl
魁梧男晴绮照烟头	m2_hd_070.Mesh	m2_hd_070.Mtl
魁梧男暗香盈袖头	m2_hd_071.Mesh	m2_hd_071.Mtl
魁梧男飞鸿残霞头	m2_hd_072.Mesh	m2_hd_072.Mtl
魁梧男浮云暮寒头	m2_hd_073.Mesh	m2_hd_073.Mtl
魁梧男汀上白沙头	m2_hd_074.Mesh	m2_hd_074.Mtl
魁梧男熏梅染柳头	m2_hd_075.Mesh	m2_hd_075.Mtl
魁梧男烟笼寒江头	m2_hd_076.Mesh	m2_hd_076.Mtl
魁梧男涧影潭香头	m2_hd_077.Mesh	m2_hd_077.Mtl
魁梧男碧山晚云头	m2_hd_078.Mesh	m2_hd_078.Mtl
魁梧男晴空碧霄头	m2_hd_080.Mesh	m2_hd_080.Mtl
魁梧男落日孤城头	m2_hd_082.Mesh	m2_hd_082.Mtl
魁梧男秋风暮雨头	m2_hd_079.Mesh	m2_hd_079.Mtl
魁梧男月满千重头	m2_hd_081.Mesh	m2_hd_081.Mtl
魁梧男霜轻萋萋头	m2_hd_083.Mesh	m2_hd_083.Mtl
魁梧男潇湘烟暝头	m2_hd_084.Mesh	m2_hd_084.Mtl
魁梧男霜华月明头	m2_hd_085.Mesh	m2_hd_085.Mtl
魁梧男琼树桂魄头	m2_hd_086.Mesh	m2_hd_086.Mtl
魁梧男胭脂雪落头	m2_hd_087.Mesh	m2_hd_087.Mtl
魁梧男刹那昙华头	m2_xz_hd_009.Mesh	m2_xz_hd_009.Mtl
魁梧男寒塘雁迟头	m2_xz_hd_011.Mesh	m2_xz_hd_011.Mtl
魁梧男碧海潮生头	m2_xz_hd_012.Mesh	m2_xz_hd_012.Mtl
魁梧男玉人金缕头	m2_xz_hd_014.Mesh	m2_xz_hd_014.Mtl
魁梧男柳梢云雾头	m2_hd_088.Mesh	m2_hd_088.Mtl
魁梧男绿芜清霜头	m2_hd_090.Mesh	m2_hd_090.Mtl
魁梧男微霭和风头	m2_hd_089.Mesh	m2_hd_089.Mtl
魁梧男香泽桃蹊头	m2_hd_091.Mesh	m2_hd_091.Mtl
魁梧男幽草晚晴头	m2_hd_092.Mesh	m2_hd_092.Mtl
魁梧男露华香雪头	m2_hd_093.Mesh	m2_hd_093.Mtl
魁梧男霜月素娥头	m2_hd_094.Mesh	m2_hd_094.Mtl
魁梧男落露为霜头	m2_hd_095.Mesh	m2_hd_095.Mtl
魁梧男浮云晚翠头	m2_hd_096.Mesh	m2_hd_096.Mtl
魁梧男寒磬空林头	m2_hd_097.Mesh	m2_hd_097.Mtl
魁梧男云阶月地头	m2_hd_098.Mesh	m2_hd_098.Mtl
魁梧男薄暮清秋头	m2_hd_099.Mesh	m2_hd_099.Mtl
魁梧男雪霁寒霄头	m2_hd_100.Mesh	m2_hd_100.Mtl
魁梧男冰池寒鹭头	m2_hd_101.Mesh	m2_hd_101.Mtl
魁梧男青竹琼枝头	m2_hd_102.Mesh	m2_hd_102.Mtl
魁梧男寒初清夜头	m2_hd_103.Mesh	m2_hd_103.Mtl
魁梧男彩旆明珰头	m2_hd_104.Mesh	m2_hd_104.Mtl
魁梧男飞香冻草头	m2_hd_105.Mesh	m2_hd_105.Mtl
魁梧男凌波翠袖头	m2_hd_106.Mesh	m2_hd_106.Mtl
魁梧男烛明清霜头	m2_hd_107.Mesh	m2_hd_107.Mtl
魁梧男春山揽月头	m2_hd_108.Mesh	m2_hd_108.Mtl
魁梧男青枫流霜头	m2_hd_109.Mesh	m2_hd_109.Mtl
魁梧男清和晨暮头	m2_hd_110.Mesh	m2_hd_110.Mtl
魁梧男夏意流莺头	m2_hd_111.Mesh	m2_hd_111.Mtl
魁梧男风清疏帘头	m2_hd_112.Mesh	m2_hd_112.Mtl
魁梧男苍翠暮蝉头	m2_hd_113.Mesh	m2_hd_113.Mtl
魁梧男青露汀草头	m2_hd_114.Mesh	m2_hd_114.Mtl
魁梧男碧影晚寒头	m2_hd_115.Mesh	m2_hd_115.Mtl
魁梧男雪睛云淡头	m2_hd_116.Mesh	m2_hd_116.Mtl
魁梧男揉香弄影头	m2_hd_118.Mesh	m2_hd_118.Mtl
魁梧男寒光云山头	m2_hd_119.Mesh	m2_hd_119.Mtl
魁梧男寒樱枝白头	m2_hd_120.Mesh	m2_hd_120.Mtl
魁梧男清景绿柳头	m2_hd_121.Mesh	m2_hd_121.Mtl
魁梧男轻风花影头	m2_hd_122.Mesh	m2_hd_122.Mtl
魁梧男如酥烟柳头	m2_hd_123.Mesh	m2_hd_123.Mtl
魁梧男三生三世头	m2_xz_hd_018.Mesh	m2_xz_hd_018.Mtl
魁梧男巧玲珑头	m2_xz_hd_020.Mesh	m2_xz_hd_020.Mtl
魁梧男杏雨薄纱头	m2_hd_124.Mesh	m2_hd_124.Mtl
魁梧男十里湖光头	m2_hd_125.Mesh	m2_hd_125.Mtl
魁梧男玄霜碧空头	m2_hd_126.Mesh	m2_hd_126.Mtl
魁梧男深雪梅见头	m2_hd_127.Mesh	m2_hd_127.Mtl
魁梧男湖光秋月头	m2_hd_128.Mesh	m2_hd_128.Mtl
魁梧男青嶂碧流头	m2_hd_129.Mesh	m2_hd_129.Mtl
魁梧男山青如画头	m2_hd_130.Mesh	m2_hd_130.Mtl
魁梧男烟波沉沉头	m2_hd_131.Mesh	m2_hd_131.Mtl
魁梧男淡烟疏雨头	m2_hd_132.Mesh	m2_hd_132.Mtl
魁梧男翠云千叠头	m2_hd_133.Mesh	m2_hd_133.Mtl
魁梧男玉雪玲珑头	m2_hd_134.Mesh	m2_hd_134.Mtl
魁梧男天纵惊鸿头	m2_xz_hd_013.Mesh	m2_xz_hd_013.Mtl
魁梧男琴瑟和鸣头	m2_xz_hd_017.Mesh	m2_xz_hd_017.Mtl
魁梧男仓央嘉措头	m2_xz_hd_015.Mesh	m2_xz_hd_015.Mtl
魁梧男龙门望鲤头	m2_xz_hd_016.Mesh	m2_xz_hd_016.Mtl
魁梧男暗夜流离头	m2_xz_hd_019.Mesh	m2_xz_hd_019.Mtl
魁梧男雪霁兰芽头	m2_xz_hd_021.Mesh	m2_xz_hd_021.Mtl
魁梧男百花流风头	m2_xz_hd_001.Mesh	m2_xz_hd_001.Mtl
魁梧男朱萼荧煌头	m2_hd_135.Mesh	m2_hd_135.Mtl
魁梧男纤云空月头	m2_hd_136.Mesh	m2_hd_136.Mtl
魁梧男江城橘柚头	m2_hd_137.Mesh	m2_hd_137.Mtl
魁梧男山楹松声头	m2_hd_138.Mesh	m2_hd_138.Mtl
魁梧男银屏微寒头	m2_hd_139.Mesh	m2_hd_139.Mtl
魁梧男枝露琴埃头	m2_hd_140.Mesh	m2_hd_140.Mtl
魁梧男遥山暮雨头	m2_hd_141.Mesh	m2_hd_141.Mtl
魁梧男繁霜霏霏头	m2_hd_142.Mesh	m2_hd_142.Mtl
魁梧男长留云阳头	m2_hd_143.Mesh	m2_hd_143.Mtl
魁梧男风暖花影头	m2_hd_144.Mesh	m2_hd_144.Mtl
魁梧男莞然沧浪头	m2_hd_145.Mesh	m2_hd_145.Mtl
魁梧男柳轻碎荷头	m2_hd_146.Mesh	m2_hd_146.Mtl
魁梧男杨花雪飞头	m2_hd_147.Mesh	m2_hd_147.Mtl
