装备显示类型	模型	贴图
标准男少年游（衣服）	m1_bd_008.Mesh	m1_bd_008a.Mtl
标准男相见欢（衣服）	m1_bd_007.Mesh	m1_bd_007a.Mtl
标准男自在唯我衣	m1_bd_004.Mesh	m1_bd_004a.Mtl
标准男倾国风流衣	m1_bd_009.Mesh	m1_bd_009a.Mtl
标准男策马天下衣	m1_bd_020.Mesh	m1_bd_020.Mtl
标准男逍遥衣紫3	m2_wz_bd_modxiaoyao02_cf.Mesh	m2_wz_bd_modxiaoyao02a_cf.Mtl
标准男逍遥衣蓝3	m2_wz_bd_modxiaoyao02_cf.Mesh	m2_wz_bd_modxiaoyao02b.Mtl
标准男逍遥衣浅绿3	m2_wz_bd_modxiaoyao02_cf.Mesh	m2_wz_bd_modxiaoyao02c.Mtl
标准男逍遥衣黑3	m2_wz_bd_modxiaoyao02_cf.Mesh	m2_wz_bd_modxiaoyao02d.Mtl
标准男逍遥衣绿3	m2_wz_bd_modxiaoyao02_cf.Mesh	m2_wz_bd_modxiaoyao02e.Mtl
标准男子夜衣	m1_bd_022a.Mesh	m1_bd_022a.Mtl
标准男金缕衣	m1_bd_022a.Mesh	m1_bd_022b.Mtl
标准男新门派衣峨眉	m1_bd_010.Mesh	m1_bd_010.Mtl
标准男新门派衣丐帮	m1_bd_011.Mesh	m1_bd_011.Mtl
标准男新门派衣武当	m1_bd_012.Mesh	m1_bd_012.Mtl
标准男新门派衣翠烟	m1_bd_013.Mesh	m1_bd_013.Mtl
标准男新门派衣杨门	m1_bd_014.Mesh	m1_bd_014.Mtl
标准男新门派衣少林	m1_bd_015.Mesh	m1_bd_015.Mtl
标准男新门派衣明教	m1_bd_016.Mesh	m1_bd_016.Mtl
标准男新门派衣五毒	m1_bd_017.Mesh	m1_bd_017.Mtl
标准男新门派衣唐门	m1_bd_018.Mesh	m1_bd_018.Mtl
标准男新门派衣昆仑	m1_bd_019.Mesh	m1_bd_019.Mtl
标准男蕙兰衣	m1_bd_028.Mesh	m1_bd_028a.Mtl
标准男长空衣	m2_other_mod004_bd.Mesh	m2_other_mod004_bd.Mtl
标准男藤紫兰衣	m1_bd_023.Mesh	m1_bd_023a.Mtl
标准男流火衣	m1_bd_024.Mesh	m1_bd_024a.Mtl
标准男姬灵衣白	m1_bd_029.Mesh	m1_bd_029a.Mtl
标准男姬灵衣橙	m1_bd_029.Mesh	m1_bd_029b.Mtl
标准男绛云衣a	m1_bd_032.Mesh	m1_bd_032a.Mtl
标准男绛云衣b	m1_bd_032.Mesh	m1_bd_032b.Mtl
标准男鹤归衣	m1_bd_031.Mesh	m1_bd_031a.Mtl
标准男青羽衣	m1_bd_021.Mesh	m1_bd_021a.Mtl
标准男红影衣	m1_bd_025.Mesh	m1_bd_025a.Mtl
标准男雁丘衣	m1_bd_026.Mesh	m1_bd_026a.Mtl
标准男简清衣	m1_bd_027.Mesh	m1_bd_027a.Mtl
标准男孔雀明王衣	m1_bd_030.Mesh	m1_bd_030a.Mtl
标准男桃夭衣	m1_bd_033.Mesh	m1_bd_033a.Mtl
标准男宫商衣	m1_bd_034.Mesh	m1_bd_034a.Mtl
标准男卫国衣	m2_wz_bd_mod001g.Mesh	m2_wz_bd_tex001ag.Mtl
标准男宋军衣	m2_wz_bd_mod004g.Mesh	m2_wz_bd_tex004ag.Mtl
标准男辽军衣	m2_wz_bd_mod005g.Mesh	m2_wz_bd_tex005ag.Mtl
标准男叶上秋风衣	m1_bd_035.Mesh	m1_bd_035a.Mtl
标准男摇铃听歌衣	m1_bd_036.Mesh	m1_bd_036a.Mtl
标准男白露衣	m1_bd_038.Mesh	m1_bd_038a.Mtl
标准男太守郡主衣	m2_bd_mod太守.Mesh	m2_bd_mod太守.Mtl
标准男鸿影轻烟衣	m1_bd_037.Mesh	m1_bd_037a.Mtl
标准男唯我独尊衣	m1_bd_039.Mesh	m1_bd_039a.Mtl
标准男霜叶红花衣	m1_bd_040.Mesh	m1_bd_040a.Mtl
标准男猴年衣	m1_bd_041.Mesh	m1_bd_041a.Mtl
标准男国士无双衣	m1_bd_042.Mesh	m1_bd_042a.Mtl
标准男千岩月落衣	m1_bd_044.Mesh	m1_bd_044a.Mtl
标准男扁舟夜泛衣	m1_bd_045.Mesh	m1_bd_045a.Mtl
标准男看朱成碧衣	m1_bd_043.Mesh	m1_bd_043a.Mtl
标准男春意盎然衣	m1_bd_057.Mesh	m1_bd_057.Mtl
标准男问情衣	m1_bd_059.Mesh	m1_bd_059.Mtl
标准男长乐未央衣	m1_bd_058.Mesh	m1_bd_058.Mtl
标准男烁玉流金衣	m1_bd_060.Mesh	m1_bd_060.Mtl
标准男金风玉露衣	m1_bd_061.Mesh	m1_bd_061.Mtl
标准男傲雪凌霜衣	m1_bd_062.Mesh	m1_bd_062.Mtl
标准男白雨跳珠衣	m1_bd_063.Mesh	m1_bd_063.Mtl
标准男碧海秋夕衣	m1_bd_064.Mesh	m1_bd_064.Mtl
标准男傲睨衣	m1_bd_065.Mesh	m1_bd_065.Mtl
标准男暖日和风衣	m1_bd_066.Mesh	m1_bd_066.Mtl
标准男碧城烟雨衣	m1_bd_067.Mesh	m1_bd_067.Mtl
标准男荷风竹露衣	m1_bd_068.Mesh	m1_bd_068.Mtl
标准男乞巧如意衣	m1_bd_069.Mesh	m1_bd_069.Mtl
标准男晴绮照烟衣	m1_bd_070.Mesh	m1_bd_070.Mtl
标准男暗香盈袖衣	m1_bd_071.Mesh	m1_bd_071.Mtl
标准男飞鸿残霞衣	m1_bd_072.Mesh	m1_bd_072.Mtl
标准男浮云暮寒衣	m1_bd_073.Mesh	m1_bd_073.Mtl
标准男汀上白沙衣	m1_bd_074.Mesh	m1_bd_074.Mtl
标准男熏梅染柳衣	m1_bd_075.Mesh	m1_bd_075.Mtl
标准男烟笼寒江衣	m1_bd_076.Mesh	m1_bd_076.Mtl
标准男涧影潭香衣	m1_bd_077.Mesh	m1_bd_077.Mtl
标准男碧山晚云衣	m1_bd_078.Mesh	m1_bd_078.Mtl
标准男晴空碧霄衣	m1_bd_080.Mesh	m1_bd_080.Mtl
标准男落日孤城衣	m1_bd_082.Mesh	m1_bd_082.Mtl
标准男秋风暮雨衣	m1_bd_079.Mesh	m1_bd_079.Mtl
标准男月满千重衣	m1_bd_081.Mesh	m1_bd_081.Mtl
标准男霜轻萋萋衣	m1_bd_083.Mesh	m1_bd_083.Mtl
标准男潇湘烟暝衣	m1_bd_084.Mesh	m1_bd_084.Mtl
标准男霜华月明衣	m1_bd_085.Mesh	m1_bd_085.Mtl
标准男琼树桂魄衣	m1_bd_086.Mesh	m1_bd_086.Mtl
标准男胭脂雪落衣	m1_bd_087.Mesh	m1_bd_087.Mtl
标准男刹那昙华衣	m1_xz_bd_009.Mesh	m1_xz_bd_009.Mtl
标准男寒塘雁迟衣	m1_xz_bd_011.Mesh	m1_xz_bd_011.Mtl
标准男碧海潮生衣	m1_xz_bd_012.Mesh	m1_xz_bd_012.Mtl
标准男玉人金缕衣	m1_xz_bd_014.Mesh	m1_xz_bd_014.Mtl
标准男柳梢云雾衣	m1_bd_088.Mesh	m1_bd_088.Mtl
标准男绿芜清霜衣	m1_bd_090.Mesh	m1_bd_090.Mtl
标准男微霭和风衣	m1_bd_089.Mesh	m1_bd_089.Mtl
标准男香泽桃蹊衣	m1_bd_091.Mesh	m1_bd_091.Mtl
标准男幽草晚晴衣	m1_bd_092.Mesh	m1_bd_092.Mtl
标准男露华香雪衣	m1_bd_093.Mesh	m1_bd_093.Mtl
标准男霜月素娥衣	m1_bd_094.Mesh	m1_bd_094.Mtl
标准男落露为霜衣	m1_bd_095.Mesh	m1_bd_095.Mtl
标准男浮云晚翠衣	m1_bd_096.Mesh	m1_bd_096.Mtl
标准男寒磬空林衣	m1_bd_097.Mesh	m1_bd_097.Mtl
标准男云阶月地衣	m1_bd_098.Mesh	m1_bd_098.Mtl
标准男薄暮清秋衣	m1_bd_099.Mesh	m1_bd_099.Mtl
标准男雪霁寒霄衣	m1_bd_100.Mesh	m1_bd_100.Mtl
标准男冰池寒鹭衣	m1_bd_101.Mesh	m1_bd_101.Mtl
标准男青竹琼枝衣	m1_bd_102.Mesh	m1_bd_102.Mtl
标准男寒初清夜衣	m1_bd_103.Mesh	m1_bd_103.Mtl
标准男彩旆明珰衣	m1_bd_104.Mesh	m1_bd_104.Mtl
标准男飞香冻草衣	m1_bd_105.Mesh	m1_bd_105.Mtl
标准男凌波翠袖衣	m1_bd_106.Mesh	m1_bd_106.Mtl
标准男烛明清霜衣	m1_bd_107.Mesh	m1_bd_107.Mtl
标准男春山揽月衣	m1_bd_108.Mesh	m1_bd_108.Mtl
标准男青枫流霜衣	m1_bd_109.Mesh	m1_bd_109.Mtl
标准男清和晨暮衣	m1_bd_110.Mesh	m1_bd_110.Mtl
标准男夏意流莺衣	m1_bd_111.Mesh	m1_bd_111.Mtl
标准男风清疏帘衣	m1_bd_112.Mesh	m1_bd_112.Mtl
标准男苍翠暮蝉衣	m1_bd_113.Mesh	m1_bd_113.Mtl
标准男青露汀草衣	m1_bd_114.Mesh	m1_bd_114.Mtl
标准男碧影晚寒衣	m1_bd_115.Mesh	m1_bd_115.Mtl
标准男雪睛云淡衣	m1_bd_116.Mesh	m1_bd_116.Mtl
标准男揉香弄影衣	m1_bd_118.Mesh	m1_bd_118.Mtl
标准男寒光云山衣	m1_bd_119.Mesh	m1_bd_119.Mtl
标准男寒樱枝白衣	m1_bd_120.Mesh	m1_bd_120.Mtl
标准男清景绿柳衣	m1_bd_121.Mesh	m1_bd_121.Mtl
标准男轻风花影衣	m1_bd_122.Mesh	m1_bd_122.Mtl
标准男如酥烟柳衣	m1_bd_123.Mesh	m1_bd_123.Mtl
标准男三生三世衣	m1_xz_bd_018.Mesh	m1_xz_bd_018.Mtl
标准男巧玲珑衣	m1_xz_bd_020.Mesh	m1_xz_bd_020.Mtl
标准男杏雨薄纱衣	m1_bd_124.Mesh	m1_bd_124.Mtl
标准男十里湖光衣	m1_bd_125.Mesh	m1_bd_125.Mtl
标准男玄霜碧空衣	m1_bd_126.Mesh	m1_bd_126.Mtl
标准男深雪梅见衣	m1_bd_127.Mesh	m1_bd_127.Mtl
标准男湖光秋月衣	m1_bd_128.Mesh	m1_bd_128.Mtl
标准男青嶂碧流衣	m1_bd_129.Mesh	m1_bd_129.Mtl
标准男山青如画衣	m1_bd_130.Mesh	m1_bd_130.Mtl
标准男烟波沉沉衣	m1_bd_131.Mesh	m1_bd_131.Mtl
标准男淡烟疏雨衣	m1_bd_132.Mesh	m1_bd_132.Mtl
标准男翠云千叠衣	m1_bd_133.Mesh	m1_bd_133.Mtl
标准男玉雪玲珑衣	m1_bd_134.Mesh	m1_bd_134.Mtl
标准男天纵惊鸿衣	m1_xz_bd_013.Mesh	m1_xz_bd_013.Mtl
标准男琴瑟和鸣衣	m1_xz_bd_017.Mesh	m1_xz_bd_017.Mtl
标准男仓央嘉措衣	m1_xz_bd_015.Mesh	m1_xz_bd_015.Mtl
标准男龙门望鲤衣	m1_xz_bd_016.Mesh	m1_xz_bd_016.Mtl
标准男暗夜流离衣	m1_xz_bd_019.Mesh	m1_xz_bd_019.Mtl
标准男雪霁兰芽衣	m1_xz_bd_021.Mesh	m1_xz_bd_021.Mtl
标准男百花流风衣	m1_xz_bd_001.Mesh	m1_xz_bd_001.Mtl
标准男朱萼荧煌衣	m1_bd_135.Mesh	m1_bd_135.Mtl
标准男纤云空月衣	m1_bd_136.Mesh	m1_bd_136.Mtl
标准男江城橘柚衣	m1_bd_137.Mesh	m1_bd_137.Mtl
标准男山楹松声衣	m1_bd_138.Mesh	m1_bd_138.Mtl
标准男银屏微寒衣	m1_bd_139.Mesh	m1_bd_139.Mtl
标准男枝露琴埃衣	m1_bd_140.Mesh	m1_bd_140.Mtl
标准男遥山暮雨衣	m1_bd_141.Mesh	m1_bd_141.Mtl
标准男繁霜霏霏衣	m1_bd_142.Mesh	m1_bd_142.Mtl
标准男长留云阳衣	m1_bd_143.Mesh	m1_bd_143.Mtl
标准男风暖花影衣	m1_bd_144.Mesh	m1_bd_144.Mtl
标准男莞然沧浪衣	m1_bd_145.Mesh	m1_bd_145.Mtl
标准男柳轻碎荷衣	m1_bd_146.Mesh	m1_bd_146.Mtl
标准男杨花雪飞衣	m1_bd_147.Mesh	m1_bd_147.Mtl
