T®ng 11 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 12 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 13 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 14 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 15 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 16 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 17 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 18 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 19 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	100	100	100	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 20 Æi”m tu luy÷n c«n	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1	10	10	10	10	10	50	50	100	200	250	250	800	1000	1000	1000	1000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	3000	1000	1000	1000	2000	2000	2000	2000	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2000	2000	2000	2000	2000	2000	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	2000	2000	2000	1000	1000	1000	1500	1500	1000	1000	1500	1500	2000	2000	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
T®ng 21 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 22 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 23 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 24 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 25 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 26 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
Th®ng 27 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 28 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 29 Æi”m tu luy÷n c«n	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	100	100	100	300	300	300	300	150	150	150	150	150	150	150	150	150	150	150	150	150	150	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	200	200	200	100	100	100	150	150	100	100	150	150	200	200	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
T®ng 30 Æi”m tu luy÷n c«n	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1	10	10	10	10	10	50	50	100	200	250	250	800	1000	1000	1000	1000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	3000	4000	1000	1000	1000	3000	3000	3000	3000	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2000	2000	2000	2000	2000	2000	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	2000	2000	2000	1000	1000	1000	1500	1500	1000	1000	1500	1500	2000	2000	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
