ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Sort	Scale	Charm
59	1	Trang Søc L­u Tinh	0;121;21		99999;99999;99999	50		1		1	1500
59	2	Trang Søc L­u Tinh	0;121;22		99999;99999;99999	50		1		1	1500
59	3	Trang Søc L­u Tinh	0;121;23		99999;99999;99999	50		1		1	1500
59	4	Trang Søc L­u Tinh	0;121;24		99999;99999;99999	50		1		1	1500
60	1	Trang Søc L­u Tinh	0;120;21		99999;99999;99999	50		1		1	400
60	2	Trang Søc L­u Tinh	0;120;22		99999;99999;99999	50		1		1	400
60	3	Trang Søc L­u Tinh	0;120;23		99999;99999;99999	50		1		1	400
60	4	Trang Søc L­u Tinh	0;120;24		99999;99999;99999	50		1		1	400
61	1	Lª Hoa Nh­ TuyÕt	0;120;235		99999;99999;99999	50		1		1	1800
61	2	Lª Hoa Nh­ TuyÕt	0;120;236		99999;99999;99999	50		1		1	1800
61	3	Lª Hoa Nh­ TuyÕt	0;120;237		99999;99999;99999	50		1		1	1800
61	4	Lª Hoa Nh­ TuyÕt	0;120;238		99999;99999;99999	50		1		1	1800
62	1	Lª Hoa Nh­ TuyÕt	0;119;235		99999;99999;99999	50		1		1	720
62	2	Lª Hoa Nh­ TuyÕt	0;119;236		99999;99999;99999	50		1		1	720
62	3	Lª Hoa Nh­ TuyÕt	0;119;237		99999;99999;99999	50		1		1	720
62	4	Lª Hoa Nh­ TuyÕt	0;119;238		99999;99999;99999	50		1		1	720
63	1	Lª Hoa Nh­ TuyÕt	0;121;235		99999;99999;99999	50		1		1	480
63	2	Lª Hoa Nh­ TuyÕt	0;121;236		99999;99999;99999	50		1		1	480
63	3	Lª Hoa Nh­ TuyÕt	0;121;237		99999;99999;99999	50		1		1	480
63	4	Lª Hoa Nh­ TuyÕt	0;121;238		99999;99999;99999	50		1		1	480
64	1	Trang Søc L­u Háa	0;119;13		99999;99999;99999	50		1		1	600
64	2	Trang Søc L­u Háa	0;119;14		99999;99999;99999	50		1		1	600
64	3	Trang Søc L­u Háa	0;119;15		99999;99999;99999	50		1		1	600
64	4	Trang Søc L­u Háa	0;119;16		99999;99999;99999	50		1		1	600
65	1	Trang Søc L­u Háa	0;121;13		99999;99999;99999	50		1		1	400
65	2	Trang Søc L­u Háa	0;121;14		99999;99999;99999	50		1		1	400
65	3	Trang Søc L­u Háa	0;121;15		99999;99999;99999	50		1		1	400
65	4	Trang Søc L­u Háa	0;121;16		99999;99999;99999	50		1		1	400
66	1	Trang Søc L­u Háa	0;120;13		99999;99999;99999	50		1		1	1500
66	2	Trang Søc L­u Háa	0;120;14		99999;99999;99999	50		1		1	1500
66	3	Trang Søc L­u Háa	0;120;15		99999;99999;99999	50		1		1	1500
66	4	Trang Søc L­u Háa	0;120;16		99999;99999;99999	50		1		1	1500
67	0	HuyÒn Hoµng Song KiÕm-Hång Phong	0;120;124		99999;99999;99999	50		1		1	1800
68	0	HuyÒn Hoµng Song KiÕm-Hång Phong	0;121;88		99999;99999;99999	50		1		1	480
69	0	HuyÒn Hoµng Song KiÕm-Hång Phong	0;119;100		99999;99999;99999	50		1		1	720
70	1	Bóp Bª H¹nh Phóc	0;120;170	7	315;1350;2000	10				1	150
70	2	Bóp Bª H¹nh Phóc	0;120;171	7	315;1350;2000	10				1	150
70	3	Bóp Bª H¹nh Phóc	0;120;172	7	315;1350;2000	10				1	150
70	4	Bóp Bª H¹nh Phóc	0;120;173	7	315;1350;2000	10				1	150
71	1	Bóp Bª H¹nh Phóc	0;120;174	7	315;1350;2000	10				1	150
71	2	Bóp Bª H¹nh Phóc	0;120;175	7	315;1350;2000	10				1	150
71	3	Bóp Bª H¹nh Phóc	0;120;176	7	315;1350;2000	10				1	150
71	4	Bóp Bª H¹nh Phóc	0;120;177	7	315;1350;2000	10				1	150
72	1	Tú Bµ	0;120;178		99999;99999;99999	10		1		1	200
72	2	Tú Bµ	0;120;179		99999;99999;99999	10		1		1	200
72	3	Tú Bµ	0;120;180		99999;99999;99999	10		1		1	200
72	4	Tú Bµ	0;120;181		99999;99999;99999	10		1		1	200
73	1	TuyÖt ThÕ Khuynh Quèc	0;120;150		99999;99999;99999	10		1		1	200
73	2	TuyÖt ThÕ Khuynh Quèc	0;120;151		99999;99999;99999	10		1		1	200
73	3	TuyÖt ThÕ Khuynh Quèc	0;120;152		99999;99999;99999	10		1		1	200
73	4	TuyÖt ThÕ Khuynh Quèc	0;120;153		99999;99999;99999	10		1		1	200
74	1	Chim B¨ng	0;120;255		99999;99999;99999	10		1		1	800
74	2	Chim B¨ng	0;120;256		99999;99999;99999	10		1		1	800
74	3	Chim B¨ng	0;120;257		99999;99999;99999	10		1		1	800
74	4	Chim B¨ng	0;120;258		99999;99999;99999	10		1		1	800
75	1	Gi¸ng Sinh H¹nh Phóc	0;120;25		99999;99999;99999	10		1		1	300
75	2	Gi¸ng Sinh H¹nh Phóc	0;120;26		99999;99999;99999	10		1		1	300
75	3	Gi¸ng Sinh H¹nh Phóc	0;120;27		99999;99999;99999	10		1		1	300
75	4	Gi¸ng Sinh H¹nh Phóc	0;120;28		99999;99999;99999	10		1		1	300
76	1	Gi¸ng Sinh H¹nh Phóc	0;120;29		99999;99999;99999	10		1		1	300
76	2	Gi¸ng Sinh H¹nh Phóc	0;120;30		99999;99999;99999	10		1		1	300
76	3	Gi¸ng Sinh H¹nh Phóc	0;120;31		99999;99999;99999	10		1		1	300
76	4	Gi¸ng Sinh H¹nh Phóc	0;120;32		99999;99999;99999	10		1		1	300
77	1	Gi¸ng Sinh H¹nh Phóc	0;120;33		99999;99999;99999	10		1		1	300
77	2	Gi¸ng Sinh H¹nh Phóc	0;120;34		99999;99999;99999	10		1		1	300
77	3	Gi¸ng Sinh H¹nh Phóc	0;120;35		99999;99999;99999	10		1		1	300
77	4	Gi¸ng Sinh H¹nh Phóc	0;120;36		99999;99999;99999	10		1		1	300
78	0	Gi¸ng Sinh H¹nh Phóc	0;120;39		99999;99999;99999	10		1		1	400
79	0	Gi¸ng Sinh H¹nh Phóc	0;120;40		99999;99999;99999	10		1		1	300
80	0	Gi¸ng Sinh H¹nh Phóc	0;120;41		99999;99999;99999	10		1		1	200
81	1	Chim B¨ng	0;120;259		99999;99999;99999	10		1		1	800
82	2	Chim B¨ng	0;120;260		99999;99999;99999	10		1		1	800
83	3	Chim B¨ng	0;120;261		99999;99999;99999	10		1		1	800
84	4	Chim B¨ng	0;120;262		99999;99999;99999	10		1		1	800
85	1	Thiªn Thu TuÕ	0;119;251		99999;99999;99999	50		1		1	720
85	2	Thiªn Thu TuÕ	0;119;252		99999;99999;99999	50		1		1	720
85	3	Thiªn Thu TuÕ	0;119;253		99999;99999;99999	50		1		1	720
85	4	Thiªn Thu TuÕ	0;119;254		99999;99999;99999	50		1		1	720
86	1	Thiªn Thu TuÕ	0;120;251		99999;99999;99999	50		1		1	1800
86	2	Thiªn Thu TuÕ	0;120;252		99999;99999;99999	50		1		1	1800
86	3	Thiªn Thu TuÕ	0;120;253		99999;99999;99999	50		1		1	1800
86	4	Thiªn Thu TuÕ	0;120;254		99999;99999;99999	50		1		1	1800
87	1	Thiªn Thu TuÕ	0;121;251		99999;99999;99999	50		1		1	480
87	2	Thiªn Thu TuÕ	0;121;252		99999;99999;99999	50		1		1	480
87	3	Thiªn Thu TuÕ	0;121;253		99999;99999;99999	50		1		1	480
87	4	Thiªn Thu TuÕ	0;121;254		99999;99999;99999	50		1		1	480
88	1	Mai Tiªu TuyÕt	0;120;219		99999;99999;99999	50		1		1	1000
88	2	Mai Tiªu TuyÕt	0;120;220		99999;99999;99999	50		1		1	1000
88	3	Mai Tiªu TuyÕt	0;120;221		99999;99999;99999	50		1		1	1000
88	4	Mai Tiªu TuyÕt	0;120;222		99999;99999;99999	50		1		1	1000
89	1	Mai Tiªu TuyÕt	0;119;215		99999;99999;99999	50		1		1	600
89	2	Mai Tiªu TuyÕt	0;119;216		99999;99999;99999	50		1		1	600
89	3	Mai Tiªu TuyÕt	0;119;217		99999;99999;99999	50		1		1	600
89	4	Mai Tiªu TuyÕt	0;119;218		99999;99999;99999	50		1		1	600
90	1	Mai Tiªu TuyÕt	0;121;215		99999;99999;99999	50		1		1	400
90	2	Mai Tiªu TuyÕt	0;121;216		99999;99999;99999	50		1		1	400
90	3	Mai Tiªu TuyÕt	0;121;217		99999;99999;99999	50		1		1	400
90	4	Mai Tiªu TuyÕt	0;121;218		99999;99999;99999	50		1		1	400
91	1	Gi¸ng Sinh H¹nh Phóc	0;120;37		99999;99999;99999	10		1		1	800
91	2	Gi¸ng Sinh H¹nh Phóc	0;120;37		99999;99999;99999	10		1		1	800
91	3	Gi¸ng Sinh H¹nh Phóc	0;120;37		99999;99999;99999	10		1		1	800
91	4	Gi¸ng Sinh H¹nh Phóc	0;120;37		99999;99999;99999	10		1		1	800
92	1	Hµn §­êng Nh¹n	0;119;299		99999;99999;99999	50		1		1	2160
92	2	Hµn §­êng Nh¹n	0;119;300		99999;99999;99999	50		1		1	2160
92	3	Hµn §­êng Nh¹n	0;119;301		99999;99999;99999	50		1		1	2160
92	4	Hµn §­êng Nh¹n	0;119;302		99999;99999;99999	50		1		1	2160
93	1	Hµn §­êng Nh¹n	0;120;299		99999;99999;99999	50		1		1	5400
93	2	Hµn §­êng Nh¹n	0;120;300		99999;99999;99999	50		1		1	5400
93	3	Hµn §­êng Nh¹n	0;120;301		99999;99999;99999	50		1		1	5400
93	4	Hµn §­êng Nh¹n	0;120;302		99999;99999;99999	50		1		1	5400
94	1	Hµn §­êng Nh¹n	0;121;299		99999;99999;99999	50		1		1	1440
94	2	Hµn §­êng Nh¹n	0;121;300		99999;99999;99999	50		1		1	1440
94	3	Hµn §­êng Nh¹n	0;121;301		99999;99999;99999	50		1		1	1440
94	4	Hµn §­êng Nh¹n	0;121;302		99999;99999;99999	50		1		1	1440
95	1	§¹p Sa Hµnh	0;119;275		99999;99999;99999	50		1		1	720
95	2	§¹p Sa Hµnh	0;119;276		99999;99999;99999	50		1		1	720
95	3	§¹p Sa Hµnh	0;119;277		99999;99999;99999	50		1		1	720
95	4	§¹p Sa Hµnh	0;119;278		99999;99999;99999	50		1		1	720
96	1	§¹p Sa Hµnh	0;120;275		99999;99999;99999	50		1		1	1800
96	2	§¹p Sa Hµnh	0;120;276		99999;99999;99999	50		1		1	1800
96	3	§¹p Sa Hµnh	0;120;277		99999;99999;99999	50		1		1	1800
96	4	§¹p Sa Hµnh	0;120;278		99999;99999;99999	50		1		1	1800
97	1	§¹p Sa Hµnh	0;121;275		99999;99999;99999	50		1		1	480
97	2	§¹p Sa Hµnh	0;121;276		99999;99999;99999	50		1		1	480
97	3	§¹p Sa Hµnh	0;121;277		99999;99999;99999	50		1		1	480
97	4	§¹p Sa Hµnh	0;121;278		99999;99999;99999	50		1		1	480
98	1	Xóc X¾c	0;120;112		99999;99999;99999	10		1		1	500
98	2	Xóc X¾c	0;120;113		99999;99999;99999	10		1		1	500
98	3	Xóc X¾c	0;120;114		99999;99999;99999	10		1		1	500
98	4	Xóc X¾c	0;120;115		99999;99999;99999	10		1		1	500
99	1	Xóc X¾c	0;120;116		99999;99999;99999	10		1		1	500
99	2	Xóc X¾c	0;120;117		99999;99999;99999	10		1		1	500
99	3	Xóc X¾c	0;120;118		99999;99999;99999	10		1		1	500
99	4	Xóc X¾c	0;120;119		99999;99999;99999	10		1		1	500
