ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Charm
38	3		0;109;620	7	1;1;1	10			
38	4		0;109;621	7	1;1;1	10			
39	1		0;110;618	7	1;1;1	10			
39	2		0;110;619	7	1;1;1	10			
39	3		0;110;620	7	1;1;1	10			
39	4		0;110;621	7	1;1;1	10			
40	1	Thi™n Ba Trang	0;108;676	7	1;1;1	10			
40	2		0;108;677	7	1;1;1	10			
40	3		0;108;678	7	1;1;1	10			
40	4		0;108;679	7	1;1;1	10			
41	1		0;109;676	7	1;1;1	10			
41	2		0;109;677	7	1;1;1	10			
41	3		0;109;678	7	1;1;1	10			
41	4		0;109;679	7	1;1;1	10			
42	1		0;110;676	7	1;1;1	10			
42	2		0;110;677	7	1;1;1	10			
42	3		0;110;678	7	1;1;1	10			
42	4		0;110;679	7	1;1;1	10			
43	1	T©n Ni™n Trang	0;108;30033	7	1;1;1	10			
43	2		0;108;30034	7	1;1;1	10			
43	3		0;108;30035	7	1;1;1	10			
43	4		0;108;30036	7	1;1;1	10			
44	1		0;109;30033	7	1;1;1	10			
44	2		0;109;30034	7	1;1;1	10			
44	3		0;109;30035	7	1;1;1	10			
44	4		0;109;30036	7	1;1;1	10			
45	1		0;110;30033	7	1;1;1	10			
45	2		0;110;30034	7	1;1;1	10			
45	3		0;110;30035	7	1;1;1	10			
45	4		0;110;30036	7	1;1;1	10			
46	1	Chuy”n Sinh Y	0;108;514	7	1;1;1	10			
47	1		0;109;514	7	1;1;1	10			
48	1		0;110;514	7	1;1;1	10			
46	2	Chuy”n Sinh Y	0;108;515	7	1;1;1	10			
47	2		0;109;515	7	1;1;1	10			
48	2		0;110;515	7	1;1;1	10			
46	3	Chuy”n Sinh Y	0;108;516	7	1;1;1	10			
47	3		0;109;516	7	1;1;1	10			
48	3		0;110;516	7	1;1;1	10			
46	4	Chuy”n Sinh Y	0;108;517	7	1;1;1	10			
47	4		0;109;517	7	1;1;1	10			
48	4		0;110;517	7	1;1;1	10			
49	3	Linh Lung Trang (Æ·)	0;108;207	7	1;1;1	10			
49	4		0;108;213	7	1;1;1	10			
50	3		0;109;281	7	1;1;1	10			
50	4		0;109;287	7	1;1;1	10			
51	3		0;110;281	7	1;1;1	10			
51	4		0;110;287	7	1;1;1	10			
52	3	Linh Lung Trang (vµng)	0;108;208	7	1;1;1	10			
52	4		0;108;214	7	1;1;1	10			
53	3		0;109;282	7	1;1;1	10			
53	4		0;109;288	7	1;1;1	10			
54	3		0;110;282	7	1;1;1	10			
54	4		0;110;288	7	1;1;1	10			
55	3	Linh Lung Trang (hÂng)	0;108;209	7	1;1;1	10			
55	4		0;108;215	7	1;1;1	10			
56	3		0;109;283	7	1;1;1	10			
56	4		0;109;289	7	1;1;1	10			
57	3		0;110;283	7	1;1;1	10			
57	4		0;110;289	7	1;1;1	10			
58	3	Linh Lung Trang (t›m)	0;108;210	7	1;1;1	10			
58	4		0;108;216	7	1;1;1	10			
59	3		0;109;284	7	1;1;1	10			
59	4		0;109;290	7	1;1;1	10			
60	3		0;110;284	7	1;1;1	10			
60	4		0;110;290	7	1;1;1	10			
61	3	Linh Lung Trang (lam)	0;108;211	7	1;1;1	10			
61	4		0;108;217	7	1;1;1	10			
62	3		0;109;285	7	1;1;1	10			
62	4		0;109;291	7	1;1;1	10			
63	3		0;110;285	7	1;1;1	10			
63	4		0;110;291	7	1;1;1	10			
64	3	Linh Lung Trang (lÙc)	0;108;212	7	1;1;1	10			
64	4		0;108;218	7	1;1;1	10			
65	3		0;109;286	7	1;1;1	10			
65	4		0;109;292	7	1;1;1	10			
66	3		0;110;286	7	1;1;1	10			
66	4		0;110;292	7	1;1;1	10			
67	1	Tu’ ThÒ bµo	0;108;139	7	1;1;1	10			
68	1		0;109;185	7	1;1;1	10			
69	1		0;110;81	7	1;1;1	10			
67	2	Ch›nh S„c gi∏p	0;108;140	7	1;1;1	10			
68	2		0;109;186	7	1;1;1	10			
69	2		0;110;82	7	1;1;1	10			
67	3	T©n Ch›nh ßπi	0;108;141	7	1;1;1	10			
68	3		0;109;187	7	1;1;1	10			
69	3		0;110;83	7	1;1;1	10			
67	4	Nguy™n Ch›nh th≠Íng	0;108;142	7	1;1;1	10			
68	4		0;109;188	7	1;1;1	10			
69	4		0;110;84	7	1;1;1	10			
70	1	Thu Thi bµo	0;108;195	7	1;1;1	10			
71	1		0;109;255	7	1;1;1	10			
72	1		0;110;85	7	1;1;1	10			
70	2	ß´ng Hµn gi∏p	0;108;196	7	1;1;1	10			
71	2		0;109;256	7	1;1;1	10			
72	2		0;110;86	7	1;1;1	10			
70	3	Hπ Vinh trang	0;108;197	7	1;1;1	10			
71	3		0;109;257	7	1;1;1	10			
72	3		0;110;87	7	1;1;1	10			
70	4	Xu©n No∑n th≠Íng	0;108;198	7	1;1;1	10			
71	4		0;109;258	7	1;1;1	10			
72	4		0;110;88	7	1;1;1	10			
73	1	Bµo ß≠Íng B∂o Y	0;108;510	7	1;1;1	10			
74	1		0;109;510	7	1;1;1	10			
75	1		0;110;510	7	1;1;1	10			
73	2	B∂o Ti™u Chi’n Y	0;108;511	7	1;1;1	10			
74	2		0;109;511	7	1;1;1	10			
75	2		0;110;511	7	1;1;1	10			
73	3	VÚ ßi÷p TÛ Trang	0;108;513	7	1;1;1	10			
74	3		0;109;513	7	1;1;1	10			
75	3		0;110;513	7	1;1;1	10			
73	4	Hµm Y™n TÛ Trang	0;108;512	7	1;1;1	10			
74	4		0;109;512	7	1;1;1	10			
75	4		0;110;512	7	1;1;1	10			
76	1	TË Ng©n Bµo	0;108;526	7	1;1;1	10			
77	1		0;109;526	7	1;1;1	10			
78	1		0;110;526	7	1;1;1	10			
76	2	X›ch Luy÷n Gi∏p Y	0;108;527	7	1;1;1	10			
77	2		0;109;527	7	1;1;1	10			
78	2		0;110;527	7	1;1;1	10			
76	3	Ng‰c Thoa VÚ Y	0;108;528	7	1;1;1	10			
77	3		0;109;528	7	1;1;1	10			
78	3		0;110;528	7	1;1;1	10			
76	4	ßπi Y™n Ngh™ Th≠Íng	0;108;529	7	1;1;1	10			
77	4		0;109;529	7	1;1;1	10			
78	4		0;110;529	7	1;1;1	10			
79	1	Gi∏ng Tˆ Bµo	0;108;522	7	1;1;1	10			
80	1		0;109;522	7	1;1;1	10			
81	1		0;110;522	7	1;1;1	10			
79	2	L≠u Kim Gi∏p Y	0;108;523	7	1;1;1	10			
80	2		0;109;523	7	1;1;1	10			
81	2		0;110;523	7	1;1;1	10			
79	3	Song ßπi VÚ Th≠Íng.	0;108;524	7	1;1;1	10			
80	3		0;109;524	7	1;1;1	10			
81	3		0;110;524	7	1;1;1	10			
79	4	PhÙng VÚ Ngh™ Sa	0;108;525	7	1;1;1	10			
80	4		0;109;525	7	1;1;1	10			
81	4		0;110;525	7	1;1;1	10			
82	1	Th t Th«n Y	0;108;518	7	1;1;1	10			
83	1		0;109;518	7	1;1;1	10			
84	1		0;110;518	7	1;1;1	10			
82	2	Long L©n § Kim Gi∏p	0;108;519	7	1;1;1	10			
83	2		0;109;519	7	1;1;1	10			
84	2		0;110;519	7	1;1;1	10			
82	3	LÙc Oanh VÚ Y	0;108;520	7	1;1;1	10			
83	3		0;109;520	7	1;1;1	10			
84	3		0;110;520	7	1;1;1	10			
82	4	Doanh VÚ Th≠Íng	0;108;521	7	1;1;1	10			
83	4		0;109;521	7	1;1;1	10			
84	4		0;110;521	7	1;1;1	10			
85	1	Ki’m Tuy÷t y	0;108;135	7	1;1;1	10			
86	1		0;109;181	7	1;1;1	10			
87	1		0;110;77	7	1;1;1	10			
85	2	Hi÷p Khi’u gi∏p	0;108;136	7	1;1;1	10			
86	2		0;109;182	7	1;1;1	10			
87	2		0;110;78	7	1;1;1	10			
85	3	T◊nh Hinh Th≠Íng	0;108;137	7	1;1;1	10			
86	3		0;109;183	7	1;1;1	10			
87	3		0;110;79	7	1;1;1	10			
85	4	Duy™n Doanh Th≠Íng	0;108;138	7	1;1;1	10			
86	4		0;109;184	7	1;1;1	10			
87	4		0;110;80	7	1;1;1	10			
88	1	S¨n Qu˚ huy’t y	0;108;17	7	1;1;1	10			
89	1		0;109;17	7	1;1;1	10			
90	1		0;110;17	7	1;1;1	10			
88	2	Long B∏ § kim y	0;108;36	7	1;1;1	10			
89	2		0;109;36	7	1;1;1	10			
90	2		0;110;36	7	1;1;1	10			
88	3	Phi Thi™n Th∏i Th≠Íng	0;108;54	7	1;1;1	10			
89	3		0;109;54	7	1;1;1	10			
90	3		0;110;54	7	1;1;1	10			
88	4	NgÚ Sæc Ngh™ Th≠Íng	0;108;72	7	1;1;1	10			
89	4		0;109;72	7	1;1;1	10			
90	4		0;110;72	7	1;1;1	10			
91	1	B®ng Tµm TrÔ sam	0;108;16	7	1;1;1	10			
92	1		0;109;16	7	1;1;1	10			
93	1		0;110;16	7	1;1;1	10			
91	2	Huy’t Hµ Qu˚ V≠¨ng gi∏p	0;108;35	7	1;1;1	10			
92	2		0;109;35	7	1;1;1	10			
93	2		0;110;35	7	1;1;1	10			
91	3	Thi™n y	0;108;53	7	1;1;1	10			
92	3		0;109;53	7	1;1;1	10			
93	3		0;110;53	7	1;1;1	10			
91	4	V´ Song ß u y	0;108;71	7	1;1;1	10			
92	4		0;109;71	7	1;1;1	10			
93	4		0;110;71	7	1;1;1	10			
94	1	Thi™n Lang y	0;108;15	7	1;1;1	10			
95	1		0;109;15	7	1;1;1	10			
96	1		0;110;15	7	1;1;1	10			
94	2	Tinh Cang Huy“n Kim gi∏p	0;108;33	7	1;1;1	10			
95	2		0;109;33	7	1;1;1	10			
96	2		0;110;33	7	1;1;1	10			
94	3	Ngh™ Th≠Íng VÚ y	0;108;52	7	1;1;1	10			
95	3		0;109;52	7	1;1;1	10			
96	3		0;110;52	7	1;1;1	10			
94	4	C»m V©n Th≠Íng	0;108;70	7	1;1;1	10			
95	4		0;109;70	7	1;1;1	10			
96	4		0;110;70	7	1;1;1	10			
97	1	X›ch Long bµo	0;108;14	7	1;1;1	10			
98	1		0;109;14	7	1;1;1	10			
99	1		0;110;14	7	1;1;1	10			
97	2	L´i Ng©n Gi∏p	0;108;32	7	1;1;1	10			
98	2		0;109;32	7	1;1;1	10			
99	2		0;110;32	7	1;1;1	10			
97	3	Minh Quang gi∏p	0;108;51	7	1;1;1	10			
98	3		0;109;51	7	1;1;1	10			
99	3		0;110;51	7	1;1;1	10			
97	4	Nghﬁch V©n ß u y	0;108;69	7	1;1;1	10			
98	4		0;109;69	7	1;1;1	10			
99	4		0;110;69	7	1;1;1	10			
100	1	Lam K◊nh b◊ gi∏p	0;108;13	7	1;1;1	10			
101	1		0;109;13	7	1;1;1	10			
102	1		0;110;13	7	1;1;1	10			
100	2	Th«n S∏ch Kim gi∏p	0;108;31	7	1;1;1	10			
101	2		0;109;31	7	1;1;1	10			
102	2		0;110;31	7	1;1;1	10			
100	3	L©n Quang gi∏p	0;108;49	7	1;1;1	10			
101	3		0;109;49	7	1;1;1	10			
102	3		0;110;49	7	1;1;1	10			
100	4	Th∏i Hoa Th≠Íng	0;108;68	7	1;1;1	10			
101	4		0;109;68	7	1;1;1	10			
102	4		0;110;68	7	1;1;1	10			
103	1	Th≠¨ng  Lan y	0;108;12	7	1;1;1	10			
104	1		0;109;12	7	1;1;1	10			
105	1		0;110;12	7	1;1;1	10			
103	2	Thi™n Nh…n y	0;108;30	7	1;1;1	10			
104	2		0;109;30	7	1;1;1	10			
105	2		0;110;30	7	1;1;1	10			
103	3	HÂng Ngh™ Th≠Íng	0;108;48	7	1;1;1	10			
104	3		0;109;48	7	1;1;1	10			
105	3		0;110;48	7	1;1;1	10			
103	4	Linh Lung Th≠Íng	0;108;66	7	1;1;1	10			
104	4		0;109;66	7	1;1;1	10			
105	4		0;110;66	7	1;1;1	10			
106	1	Gi∏ng Sinh Trang	0;108;109	7	1;1;1	10			
106	2		0;108;110	7	1;1;1	10			
106	3		0;108;112	7	1;1;1	10			
106	4		0;108;111	7	1;1;1	10			
107	1		0;109;109	7	1;1;1	10			
107	2		0;109;110	7	1;1;1	10			
107	3		0;109;112	7	1;1;1	10			
107	4		0;109;111	7	1;1;1	10			
108	1		0;110;73	7	1;1;1	10			
108	2		0;110;74	7	1;1;1	10			
108	3		0;110;76	7	1;1;1	10			
108	4		0;110;75	7	1;1;1	10			
109	1	Nhuy‘n Kim y	0;108;11	7	1;1;1	10			
110	1		0;109;11	7	1;1;1	10			
111	1		0;110;11	7	1;1;1	10			
109	2	Di Nhi™m Kh∏ch y	0;108;29	7	1;1;1	10			
110	2		0;109;29	7	1;1;1	10			
111	2		0;110;29	7	1;1;1	10			
109	3	N˜ Ki÷t Th≠Íng	0;108;46	7	1;1;1	10			
110	3		0;109;46	7	1;1;1	10			
111	3		0;110;46	7	1;1;1	10			
109	4	Thi™n C´ng ß u y	0;108;65	7	1;1;1	10			
110	4		0;109;65	7	1;1;1	10			
111	4		0;110;65	7	1;1;1	10			
112	1	X›ch ßÂng trÙ	0;108;10	7	1;1;1	10			
113	1		0;109;10	7	1;1;1	10			
114	1		0;110;10	7	1;1;1	10			
112	2	Tˆ Thanh S≠¨ng Hoa sam	0;108;28	7	1;1;1	10			
113	2		0;109;28	7	1;1;1	10			
114	2		0;110;28	7	1;1;1	10			
112	3	C»m Anh Th≠Íng	0;108;45	7	1;1;1	10			
113	3		0;109;45	7	1;1;1	10			
114	3		0;110;45	7	1;1;1	10			
112	4	˚ La Th≠Íng	0;108;64	7	1;1;1	10			
113	4		0;109;64	7	1;1;1	10			
114	4		0;110;64	7	1;1;1	10			
115	1	Thanh S≠¨ng bµo	0;108;8	7	1;1;1	10			
116	1		0;109;8	7	1;1;1	10			
117	1		0;110;8	7	1;1;1	10			
115	2	Hoµng HÊ y	0;108;26	7	1;1;1	10			
116	2		0;109;26	7	1;1;1	10			
117	2		0;110;26	7	1;1;1	10			
115	3	Ho∏n Hoa Th≠Íng	0;108;44	7	1;1;1	10			
116	3		0;109;44	7	1;1;1	10			
117	3		0;110;44	7	1;1;1	10			
115	4	Thi™n Tµm gi∏p y	0;108;63	7	1;1;1	10			
116	4		0;109;63	7	1;1;1	10			
117	4		0;110;63	7	1;1;1	10			
118	1	Th«n Hµnh phÙc	0;108;7	7	1;1;1	10			
119	1		0;109;7	7	1;1;1	10			
120	1		0;110;7	7	1;1;1	10			
118	2	LÙc L©m trang	0;108;25	7	1;1;1	10			
119	2		0;109;25	7	1;1;1	10			
120	2		0;110;25	7	1;1;1	10			
118	3	Luy÷n Gi∏p Th≠Íng	0;108;43	7	1;1;1	10			
119	3		0;109;43	7	1;1;1	10			
120	3		0;110;43	7	1;1;1	10			
118	4	MÀt V©n Sam	0;108;61	7	1;1;1	10			
119	4		0;109;61	7	1;1;1	10			
120	4		0;110;61	7	1;1;1	10			
121	1	Y”m T©m gi∏p	0;108;6	7	1;1;1	10			
122	1		0;109;6	7	1;1;1	10			
123	1		0;110;6	7	1;1;1	10			
121	2	Kim Ng‰c TrÔ sam	0;108;24	7	1;1;1	10			
122	2		0;109;24	7	1;1;1	10			
123	2		0;110;24	7	1;1;1	10			
121	3	VÚ Luy÷n Th≠Íng	0;108;41	7	1;1;1	10			
122	3		0;109;41	7	1;1;1	10			
123	3		0;110;41	7	1;1;1	10			
121	4	Phong VÚ Th≠Íng	0;108;60	7	1;1;1	10			
122	4		0;109;60	7	1;1;1	10			
123	4		0;110;60	7	1;1;1	10			
124	1	Tˆ C©m BË Y	0;108;3	7	1;1;1	10			
125	1		0;109;3	7	1;1;1	10			
126	1		0;110;3	7	1;1;1	10			
124	2	Hµo Hi÷p y	0;108;23	7	1;1;1	10			
125	2		0;109;23	7	1;1;1	10			
126	2		0;110;23	7	1;1;1	10			
124	3	T©m  n Th≠Íng	0;108;40	7	1;1;1	10			
125	3		0;109;40	7	1;1;1	10			
126	3		0;110;40	7	1;1;1	10			
124	4	C©n Quæc sam	0;108;59	7	1;1;1	10			
125	4		0;109;59	7	1;1;1	10			
126	4		0;110;59	7	1;1;1	10			
127	1	BÈ Thi’u Hi÷p [Æ∆c gi∏]	0;108;1	7	1;1;1	10			
128	1		0;109;1	7	1;1;1	10			
129	1		0;110;1	7	1;1;1	10			
127	2	BÈ Thi’u Hi÷p [Æ∆c gi∏]	0;108;19	7	1;1;1	10			
128	2		0;109;19	7	1;1;1	10			
129	2		0;110;19	7	1;1;1	10			
127	3	BÈ Th∏i Th≠Íng [Æ∆c gi∏]	0;108;37	7	1;1;1	10			
128	3		0;109;37	7	1;1;1	10			
129	3		0;110;37	7	1;1;1	10			
127	4	BÈ VÚ Th≠Íng [Æ∆c gi∏]	0;108;55	7	1;1;1	10			
128	4		0;109;55	7	1;1;1	10			
129	4		0;110;55	7	1;1;1	10			
130	1	BÈ Hæc Tπo [Æ∆c gi∏]	0;108;2	7	1;1;1	10			
131	1		0;109;2	7	1;1;1	10			
132	1		0;110;2	7	1;1;1	10			
130	2	BÈ Thi’t HÈ [Æ∆c gi∏]	0;108;20	7	1;1;1	10			
131	2		0;109;20	7	1;1;1	10			
132	2		0;110;20	7	1;1;1	10			
130	3	BÈ Tˆ L®ng [Æ∆c gi∏]	0;108;38	7	1;1;1	10			
131	3		0;109;38	7	1;1;1	10			
132	3		0;110;38	7	1;1;1	10			
130	4	BÈ HÂng V©n [Æ∆c gi∏]	0;108;56	7	1;1;1	10			
131	4		0;109;56	7	1;1;1	10			
132	4		0;110;56	7	1;1;1	10			
133	1	BÈ Bµn Long [Æ∆c gi∏]	0;108;4	7	1;1;1	10			
134	1		0;109;4	7	1;1;1	10			
135	1		0;110;4	7	1;1;1	10			
133	2	BÈ ThÛ V≠¨ng [Æ∆c gi∏]	0;108;21	7	1;1;1	10			
134	2		0;109;21	7	1;1;1	10			
135	2		0;110;21	7	1;1;1	10			
133	3	BÈ Tˆ Nhung [Æ∆c gi∏]	0;108;39	7	1;1;1	10			
134	3		0;109;39	7	1;1;1	10			
135	3		0;110;39	7	1;1;1	10			
133	4	BÈ Tˆ K›nh [Æ∆c gi∏]	0;108;57	7	1;1;1	10			
134	4		0;109;57	7	1;1;1	10			
135	4		0;110;57	7	1;1;1	10			
136	1	BÈ Th≠¨ng Lang [Æ∆c gi∏]	0;108;5	7	1;1;1	10			
137	1		0;109;5	7	1;1;1	10			
138	1		0;110;5	7	1;1;1	10			
136	2	BÈ C»m Ti [Æ∆c gi∏]	0;108;22	7	1;1;1	10			
137	2		0;109;22	7	1;1;1	10			
138	2		0;110;22	7	1;1;1	10			
136	3	BÈ Thi™n Ma [Æ∆c gi∏]	0;108;42	7	1;1;1	10			
137	3		0;109;42	7	1;1;1	10			
138	3		0;110;42	7	1;1;1	10			
136	4	BÈ Linh VÀn [Æ∆c gi∏]	0;108;58	7	1;1;1	10			
137	4		0;109;58	7	1;1;1	10			
138	4		0;110;58	7	1;1;1	10			
139	1	BÈ Tham Lang [Æ∆c gi∏]	0;108;9	7	1;1;1	10			
140	1		0;109;9	7	1;1;1	10			
141	1		0;110;9	7	1;1;1	10			
139	2	BÈ Th«n Ng≠u [Æ∆c gi∏]	0;108;27	7	1;1;1	10			
140	2		0;109;27	7	1;1;1	10			
141	2		0;110;27	7	1;1;1	10			
139	3	BÈ Thanh Linh [Æ∆c gi∏]	0;108;47	7	1;1;1	10			
140	3		0;109;47	7	1;1;1	10			
141	3		0;110;47	7	1;1;1	10			
139	4	BÈ V‚ ß u [Æ∆c gi∏]	0;108;62	7	1;1;1	10			
140	4		0;109;62	7	1;1;1	10			
141	4		0;110;62	7	1;1;1	10			
142	1	BÈ Thi™n Gi∏ng [Æ∆c gi∏]	0;108;18	7	1;1;1	10			
143	1		0;109;18	7	1;1;1	10			
144	1		0;110;18	7	1;1;1	10			
142	2	BÈ H·a ThÔ [Æ∆c gi∏]	0;108;34	7	1;1;1	10			
143	2		0;109;34	7	1;1;1	10			
144	2		0;110;34	7	1;1;1	10			
142	3	BÈ HÂ C¨ [Æ∆c gi∏]	0;108;50	7	1;1;1	10			
143	3		0;109;50	7	1;1;1	10			
144	3		0;110;50	7	1;1;1	10			
142	4	BÈ ThÛ ß u [Æ∆c gi∏]	0;108;67	7	1;1;1	10			
143	4		0;109;67	7	1;1;1	10			
144	4		0;110;67	7	1;1;1	10			
145	1	¢m HÂn L≠u Kim	0;108;680	7	1;1;1	10			
145	2		0;108;681	7	1;1;1	10			
145	3		0;108;682	7	1;1;1	10			
145	4		0;108;683	7	1;1;1	10			
146	1		0;109;680	7	1;1;1	10			
146	2		0;109;681	7	1;1;1	10			
146	3		0;109;682	7	1;1;1	10			
146	4		0;109;683	7	1;1;1	10			
147	1		0;110;680	7	1;1;1	10			
147	2		0;110;681	7	1;1;1	10			
147	3		0;110;682	7	1;1;1	10			
147	4		0;110;683	7	1;1;1	10			
