SuitID	SuitName	SuitPermutation	SuitLv	SuitColor	AttrID1	AttrLv1	AttrID2	AttrLv2	AttrID3_3	AttrLv3_3	AttrID3_4	AttrLv3_4	AttrID3_2	AttrLv3_2	AttrID3_14	AttrLv3_14	AttrID3_15	AttrLv3_15	AttrID3_17	AttrLv3_17	AttrID3_18	AttrLv3_18	AttrID3_11	AttrLv3_11	AttrID3_12	AttrLv3_12	AttrID3_8	AttrLv3_8	AttrID3_9	AttrLv3_9	AttrID3_30	AttrLv3_30	AttrID3_29	AttrLv3_29	AttrID3_32	AttrLv3_32	AttrID3_23	AttrLv3_23	AttrID3_6	AttrLv3_6	AttrID3_31	AttrLv3_31	AttrID3_26	AttrLv3_26	AttrID3_27	AttrLv3_27	AttrID3_25	AttrLv3_25	AttrID3_21	AttrLv3_21	AttrID3_20	AttrLv3_20	AttrID4	AttrLv4	
8	Vﬁ ¶¨ng	7,5,10,16,17,4,9	6	<color=Gold>	14796	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
8	Vﬁ ¶¨ng	7,5,10,16,17,4,9	7	<color=Gold>	14796	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
9	Qu˝ Bπch	10,1,8,6,12,13,15	1	<color=Green>	14797	1	14790	1																																															
9	Qu˝ Bπch	10,1,8,6,12,13,15	2	<color=Green>	14797	2	14790	2																																															
9	Qu˝ Bπch	10,1,8,6,12,13,15	3	<color=Green>	14797	3	14790	3																																															
9	Qu˝ Bπch	10,1,8,6,12,13,15	4	<color=Green>	14797	4	14790	4																																															
9	Qu˝ Bπch	10,1,8,6,12,13,15	5	<color=Green>	14797	5	14790	5																																															
9	Qu˝ Bπch	10,1,8,6,12,13,15	6	<color=Gold>	14797	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
9	Qu˝ Bπch	10,1,8,6,12,13,15	7	<color=Gold>	14797	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	1	<color=Green>	14798	1	14790	1																																															
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	2	<color=Green>	14798	2	14790	2																																															
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	3	<color=Green>	14798	3	14790	3																																															
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	4	<color=Green>	14798	4	14790	4																																															
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	5	<color=Green>	14798	5	14790	5																																															
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	6	<color=Gold>	14798	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	7	<color=Gold>	14798	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
11	C´ Nguy÷t	3,10,13,1,18,19,20	1	<color=Green>	14799	1	14790	1																																															
11	C´ Nguy÷t	3,10,13,1,18,19,20	2	<color=Green>	14799	2	14790	2																																															
11	C´ Nguy÷t	3,10,13,1,18,19,20	3	<color=Green>	14799	3	14790	3																																															
11	C´ Nguy÷t	3,10,13,1,18,19,20	4	<color=Green>	14799	4	14790	4																																															
11	C´ Nguy÷t	3,10,13,1,18,19,20	5	<color=Green>	14799	5	14790	5																																															
11	C´ Nguy÷t	3,10,13,1,18,19,20	6	<color=Gold>	14799	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
11	C´ Nguy÷t	3,10,13,1,18,19,20	7	<color=Gold>	14799	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
12	Qu t ßÂ	18,9,19,3,1,10,11	1	<color=Green>	14800	1	14790	1																																															
12	Qu t ßÂ	18,9,19,3,1,10,11	2	<color=Green>	14800	2	14790	2																																															
12	Qu t ßÂ	18,9,19,3,1,10,11	3	<color=Green>	14800	3	14790	3																																															
12	Qu t ßÂ	18,9,19,3,1,10,11	4	<color=Green>	14800	4	14790	4																																															
12	Qu t ßÂ	18,9,19,3,1,10,11	5	<color=Green>	14800	5	14790	5																																															
12	Qu t ßÂ	18,9,19,3,1,10,11	6	<color=Gold>	14800	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
12	Qu t ßÂ	18,9,19,3,1,10,11	7	<color=Gold>	14800	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
13	ThÙ Y	7,1,4,9,3,14,15	1	<color=Green>	14801	1	14790	1																																															
13	ThÙ Y	7,1,4,9,3,14,15	2	<color=Green>	14801	2	14790	2																																															
13	ThÙ Y	7,1,4,9,3,14,15	3	<color=Green>	14801	3	14790	3																																															
13	ThÙ Y	7,1,4,9,3,14,15	4	<color=Green>	14801	4	14790	4																																															
13	ThÙ Y	7,1,4,9,3,14,15	5	<color=Green>	14801	5	14790	5																																															
13	ThÙ Y	7,1,4,9,3,14,15	6	<color=Gold>	14801	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
13	ThÙ Y	7,1,4,9,3,14,15	7	<color=Gold>	14801	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	1	<color=Green>	14802	1	14790	1																																															
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	2	<color=Green>	14802	2	14790	2																																															
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	3	<color=Green>	14802	3	14790	3																																															
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	4	<color=Green>	14802	4	14790	4																																															
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	5	<color=Green>	14802	5	14790	5																																															
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	6	<color=Gold>	14802	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	7	<color=Gold>	14802	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
15	¶ng Chung	15,10,12,17,18,19,20	1	<color=Green>	14792	1	14790	1																																															
15	¶ng Chung	15,10,12,17,18,19,20	2	<color=Green>	14792	2	14790	2																																															
15	¶ng Chung	15,10,12,17,18,19,20	3	<color=Green>	14792	3	14790	3																																															
15	¶ng Chung	15,10,12,17,18,19,20	4	<color=Green>	14792	4	14790	4																																															
15	¶ng Chung	15,10,12,17,18,19,20	5	<color=Green>	14792	5	14790	5																																															
15	¶ng Chung	15,10,12,17,18,19,20	6	<color=Gold>	14792	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
15	¶ng Chung	15,10,12,17,18,19,20	7	<color=Gold>	14792	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
16	Cam H≠¨ng	4,15,12,13,10,1,18	1	<color=Green>	14803	1	14790	1																																															
16	Cam H≠¨ng	4,15,12,13,10,1,18	2	<color=Green>	14803	2	14790	2																																															
16	Cam H≠¨ng	4,15,12,13,10,1,18	3	<color=Green>	14803	3	14790	3																																															
16	Cam H≠¨ng	4,15,12,13,10,1,18	4	<color=Green>	14803	4	14790	4																																															
16	Cam H≠¨ng	4,15,12,13,10,1,18	5	<color=Green>	14803	5	14790	5																																															
16	Cam H≠¨ng	4,15,12,13,10,1,18	6	<color=Gold>	14803	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
16	Cam H≠¨ng	4,15,12,13,10,1,18	7	<color=Gold>	14803	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
17	C´ T»y	20,13,18,10,6,11,4	1	<color=Green>	14804	1	14790	1																																															
17	C´ T»y	20,13,18,10,6,11,4	2	<color=Green>	14804	2	14790	2																																															
17	C´ T»y	20,13,18,10,6,11,4	3	<color=Green>	14804	3	14790	3																																															
17	C´ T»y	20,13,18,10,6,11,4	4	<color=Green>	14804	4	14790	4																																															
17	C´ T»y	20,13,18,10,6,11,4	5	<color=Green>	14804	5	14790	5																																															
17	C´ T»y	20,13,18,10,6,11,4	6	<color=Gold>	14804	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
17	C´ T»y	20,13,18,10,6,11,4	7	<color=Gold>	14804	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	1	<color=Green>	14792	1	14787	1																																															
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	2	<color=Green>	14792	2	14787	2																																															
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	3	<color=Green>	14792	3	14787	3																																															
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	4	<color=Green>	14792	4	14787	4																																															
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	5	<color=Green>	14792	5	14787	5																																															
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	6	<color=Gold>	14792	6	14787	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	7	<color=Gold>	14792	7	14787	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
19	Mπnh Xu©n	15,4,12,9,8,2,17	1	<color=Green>	14792	1	14788	1																																															
19	Mπnh Xu©n	15,4,12,9,8,2,17	2	<color=Green>	14792	2	14788	2																																															
19	Mπnh Xu©n	15,4,12,9,8,2,17	3	<color=Green>	14792	3	14788	3																																															
19	Mπnh Xu©n	15,4,12,9,8,2,17	4	<color=Green>	14792	4	14788	4																																															
19	Mπnh Xu©n	15,4,12,9,8,2,17	5	<color=Green>	14792	5	14788	5																																															
19	Mπnh Xu©n	15,4,12,9,8,2,17	6	<color=Gold>	14792	6	14788	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
19	Mπnh Xu©n	15,4,12,9,8,2,17	7	<color=Gold>	14792	7	14788	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
20	ßµo L∑ng	3,20,7,18,10,5,12	1	<color=Green>	14805	1	14787	1																																															
20	ßµo L∑ng	3,20,7,18,10,5,12	2	<color=Green>	14805	2	14787	2																																															
20	ßµo L∑ng	3,20,7,18,10,5,12	3	<color=Green>	14805	3	14787	3																																															
20	ßµo L∑ng	3,20,7,18,10,5,12	4	<color=Green>	14805	4	14787	4																																															
20	ßµo L∑ng	3,20,7,18,10,5,12	5	<color=Green>	14805	5	14787	5																																															
20	ßµo L∑ng	3,20,7,18,10,5,12	6	<color=Gold>	14805	6	14787	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
20	ßµo L∑ng	3,20,7,18,10,5,12	7	<color=Gold>	14805	7	14787	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
21	Thi Thi“n	14,6,12,2,8,17,13	1	<color=Green>	14805	1	14788	1																																															
21	Thi Thi“n	14,6,12,2,8,17,13	2	<color=Green>	14805	2	14788	2																																															
21	Thi Thi“n	14,6,12,2,8,17,13	3	<color=Green>	14805	3	14788	3																																															
21	Thi Thi“n	14,6,12,2,8,17,13	4	<color=Green>	14805	4	14788	4																																															
21	Thi Thi“n	14,6,12,2,8,17,13	5	<color=Green>	14805	5	14788	5																																															
21	Thi Thi“n	14,6,12,2,8,17,13	6	<color=Gold>	14805	6	14788	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
21	Thi Thi“n	14,6,12,2,8,17,13	7	<color=Gold>	14805	7	14788	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
22	Tu’ Mπo	10,15,13,19,16,11,7	1	<color=Green>	14806	1	14795	1																																															
22	Tu’ Mπo	10,15,13,19,16,11,7	2	<color=Green>	14806	2	14795	2																																															
22	Tu’ Mπo	10,15,13,19,16,11,7	3	<color=Green>	14806	3	14795	3																																															
22	Tu’ Mπo	10,15,13,19,16,11,7	4	<color=Green>	14806	4	14795	4																																															
22	Tu’ Mπo	10,15,13,19,16,11,7	5	<color=Green>	14806	5	14795	5																																															
22	Tu’ Mπo	10,15,13,19,16,11,7	6	<color=Gold>	14806	6	14795	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
22	Tu’ Mπo	10,15,13,19,16,11,7	7	<color=Gold>	14806	7	14795	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
23	Thanh T˘	3,9,15,11,16,6,18	1	<color=Green>	14806	1	14792	1																																															
23	Thanh T˘	3,9,15,11,16,6,18	2	<color=Green>	14806	2	14792	2																																															
23	Thanh T˘	3,9,15,11,16,6,18	3	<color=Green>	14806	3	14792	3																																															
23	Thanh T˘	3,9,15,11,16,6,18	4	<color=Green>	14806	4	14792	4																																															
23	Thanh T˘	3,9,15,11,16,6,18	5	<color=Green>	14806	5	14792	5																																															
23	Thanh T˘	3,9,15,11,16,6,18	6	<color=Gold>	14806	6	14792	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
23	Thanh T˘	3,9,15,11,16,6,18	7	<color=Gold>	14806	7	14792	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	1	<color=Green>	14807	1	14790	1																																															
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	2	<color=Green>	14807	2	14790	2																																															
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	3	<color=Green>	14807	3	14790	3																																															
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	4	<color=Green>	14807	4	14790	4																																															
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	5	<color=Green>	14807	5	14790	5																																															
