remark	LineId	GroupId	Type	Name	MainG	MainD	MainP	MainN	GainG	GainD	GainP	GainN	Need1G	Need1D	Need1P	Need1N	Need2G	Need2D	Need2P	Need2N	Need3G	Need3D	Need3P	Need3N	Need4G	Need4D	Need4P	Need4N	Need5G	Need5D	Need5P	Need5N	NeedMoney	Desc1	Desc2	Desc3
JingLian	37		3	¸o Choµng T¹o Bè	0	152	1	1					2	1	30527	1																	20000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	38		3	¸o Choµng CÈm §o¹n	0	152	2	1					2	1	30528	1																	40000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	39		3	¸o Choµng Háa V©n	0	152	3	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	40		3	¸o Choµng Ngò Hµnh Kim ChÕ	0	152	4	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	41		3	¸o Choµng Ngò Hµnh Méc ChÕ	0	152	5	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	42		3	¸o Choµng Ngò Hµnh Thñy ChÕ	0	152	6	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	43		3	¸o Choµng Ngò Hµnh Háa ChÕ	0	152	7	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	44		3	¸o Choµng Ngò Hµnh Thæ ChÕ	0	152	8	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	45		3	¸o Choµng Ngò Hµnh ¢m ChÕ	0	152	9	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	46		3	Giµy V¶i Th«	0	154	1	1					2	1	30527	1																	20000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	47		3	Tinh Trİ Bè Hµi	0	154	2	1					2	1	30528	1																	40000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	48		3	Bè ChÕ Cao §ång Ngoa	0	154	3	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	49		3	ChiÕn Hµi Kim ChÕ ngò hµnh	0	154	4	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	50		3	ChiÕn Hµi Méc ChÕ ngò hµnh	0	154	5	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	51		3	ChiÕn Hµi Thñy ChÕ ngò hµnh	0	154	6	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	52		3	ChiÕn Hµi Háa ChÕ ngò hµnh	0	154	7	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JingLian	53		3	ChiÕn Hµi Thæ ChÕ ngò hµnh	0	154	8	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
