ID	Name	Belong	ProduceGenre	ProduceSub	ProduceDetail	SecProduceGenre	SecProduceSub	SecProduceDetail	SecProduceRate	Stuff1Genre	Stuff1Sub	Stuff1Detail	Stuff1Num	Stuff2Genre	Stuff2Sub	Stuff2Detail	Stuff2Num	Stuff3Genre	Stuff3Sub	Stuff3Detail	Stuff3Num	Stuff4Genre	Stuff4Sub	Stuff4Detail	Stuff4Num	ToolGenre	ToolSub	ToolDetail	ToolNum	NeedMore	Level	StaminaCost	ExpGain	RecipeDetail	MakeTime	EquipType	Identify
18	醉生梦死	1	1	1	13					1	3	14	2	1	3	13	2	1	3	22	1	1	3	7	2					0	5	3	10	203	36	0	1
19	鱼露	1	2	131	9					2	130	4	2	2	130	5	2	2	130	6	1	1	3	8	2					0	5	3	10	203	36	0	1
20	蛋炒饭	1	1	1	14					1	3	16	2	1	3	15	2	1	3	14	1	2	131	81	2					0	7	5	20	204	36	0	1
21	黄金糕	1	1	1	15					1	3	16	2	1	3	13	3	2	131	81	2									0	7	5	20	204	36	0	1
22	玉笛谁家听落梅	1	1	1	16					1	3	15	2	1	3	14	2	1	3	4	1	2	131	81	2					0	7	5	20	204	36	0	1
23	二十四桥明月夜	1	1	1	17					1	3	17	2	1	3	4	1	1	3	15	1	2	131	81	2					0	7	5	20	204	36	0	1
24	木兰春	1	1	1	18					1	3	17	2	1	3	16	2	1	2	5	1	1	3	7	2					0	7	5	20	204	36	0	1
25	西北望	1	1	1	19					1	3	17	2	1	3	16	2	1	2	5	1	1	3	7	2					0	7	5	20	204	36	0	1
26	饴糖	1	2	131	11	2	131	12	20	1	3	13	2	1	3	16	2	2	130	19	1	1	3	7	2					0	7	5	20	204	36	0	1
27	红烧鱼丸	1	1	1	20					1	1	14	12	2	95	1507	1													0	7	5	20	204	36	0	1
28	什锦豆腐	1	1	1	21					1	1	9	12	2	95	1507	1													0	9	5	25	205	36	0	1
29	陈年杏花村	1	1	1	22					1	1	13	12	2	95	1507	1													0	9	5	25	205	36	0	1
30	黄金烧卖	1	1	1	23					1	1	15	12	2	95	1507	1													0	9	5	25	205	36	0	1
31	熊掌豆腐	1	1	1	24					1	1	16	12	2	95	1507	1													0	9	5	25	205	36	0	1
32	迎宾宴甲	1	1	1	25					1	1	14	60	2	95	1507	5													0	9	5	25	205	36	0	1
33	迎宾宴乙	1	1	1	25					1	1	9	60	2	95	1507	5													0	9	5	25	205	36	0	1
34	迎宾宴丙	1	1	1	25					1	1	13	60	2	95	1507	5													0	9	5	25	205	36	0	1
35	金猪全席	1	1	1	26					1	1	15	10	1	1	16	10	1	1	18	10	2	95	1507	10					0	9	5	25	205	36	0	1
36	孔府佳宴	1	1	1	27					1	1	15	10	1	1	17	10	1	1	19	10	2	95	1507	10					0	9	5	25	205	36	0	1
37	珍品粽子甲	1	1	0	287					1	0	289	10	1	0	291	10	2	95	1509	3									0	9	5	25	205	36	0	1
38	珍品粽子乙	1	1	0	287					1	0	290	5	1	0	291	10	2	95	1509	3									0	9	5	25	205	36	0	1
39	珍品粽子丙	1	1	0	287					1	0	291	15	2	95	1509	3													0	9	5	25	205	36	0	1
40	百花什锦月	1	1	0	292					2	130	21	5	2	131	13	1	2	130	20	5	2	95	1509	10					0	9	5	25	205	36	0	1
41	珍品月饼	1	1	0	293					1	0	292	3	2	95	1509	3													0	9	5	25	205	36	0	1
42	鹿鸣宴	1	1	0	401					1	1	22	1	2	130	20	4	2	131	11	1	2	131	49	1					0	9	10	30	205	36	0	1
43	杏园宴	1	1	0	402					1	1	22	1	2	130	22	4	2	131	12	1	2	131	50	1					0	9	10	35	205	36	0	1
44	荣恩宴	1	1	0	403					1	1	22	1	2	131	12	3	2	131	9	4	2	131	51	1					0	9	10	40	205	36	0	1
45	琼林宴	1	1	0	404					1	1	21	1	2	130	21	4	2	131	11	1	2	131	49	1					0	9	10	30	205	36	0	1
46	曲江宴	1	1	0	405					1	1	21	1	2	131	12	1	2	130	20	4	2	131	50	1					0	9	10	35	205	36	0	1
47	闻喜宴	1	1	0	406					1	1	24	1	2	131	9	4	2	131	12	3	2	131	51	1					0	9	10	40	205	36	0	1
48	鹰扬宴	1	1	0	407					1	1	20	1	2	130	20	4	2	131	11	1	2	131	49	1					0	9	10	30	205	36	0	1
49	会武宴	1	1	0	408					1	1	20	1	2	131	12	1	2	130	21	4	2	131	50	1					0	9	10	35	205	36	0	1
50	烧尾宴	1	1	0	409					1	1	23	1	2	131	9	4	2	131	12	3	2	131	51	1					0	9	10	40	205	36	0	1
51	绝品粽子甲	1	1	0	300					1	0	301	10	1	0	303	10	2	95	1509	1									0	9	10	25	205	36	0	1
52	绝品粽子乙	1	1	0	300					1	0	302	5	1	0	303	10	2	95	1509	1									0	9	10	25	205	36	0	1
53	绝品粽子丙	1	1	0	300					1	0	303	15	2	95	1509	1													0	9	10	25	205	36	0	1
54	珍品月饼	1	1	0	293					1	0	292	3	2	95	1509	3													0	9	5	25	205	36	0	1
55																																					
56																																					
57																																					
58																																					
59																																					
60																																					
61																																					
62																																					
63																																					
64																																					
65																																					
66																																					
67																																					
68																																					
69																																					
70																																					
71	窝头	2	1	1	1																									0	1	1	0	101	36	0	1
72	军用物资	2	2	97	1					2	0	307	15																	0	1	0	0	101	36	0	1
73	黑钨精石	2	2	2	66					2	2	37	20	2	8	7	5													0	1	0	0	101	36	0	1
74	铁线精木	2	2	2	67					2	2	11	20	2	10	2	5													0	1	0	0	101	36	0	1
75	山狮精皮	2	2	2	68					2	2	47	20	2	9	7	5													0	1	0	0	101	36	0	1
76	赤钨灵符	2	2	2	69					2	1	912	5	2	2	14	5													0	1	0	0	101	36	0	1
77	金创散	2	1	0	2					1	2	8	5																	0	2	2	2	102	36	0	1
78	止血散	2	1	0	3					1	2	2	2	1	2	1	2	1	2	8	1									0	2	2	2	102	36	0	1
79	小还丹	2	1	0	7					1	2	8	2	1	2	1	2													0	2	2	2	102	36	0	1
80	还阳丹	2	1	0	8					1	2	2	2	1	2	1	2	1	2	8	1									0	2	2	2	102	36	0	1
81	清心散	2	1	0	12					1	2	8	2	1	2	1	2	2	2	28	1									0	2	2	2	102	36	0	1
82	益气散	2	1	0	13					1	2	2	2	1	2	1	2	1	2	3	1	2	2	28	1					0	2	2	2	102	36	0	1
83	白日丹	2	1	0	17					1	2	8	2	1	2	1	2	2	2	28	1									0	2	2	2	102	36	0	1
84	全生丹	2	1	0	18					1	2	2	2	1	2	1	2	2	2	28	1									0	2	2	2	102	36	0	1
85	益阳散	2	1	0	22					1	2	8	2	1	2	1	2	2	2	28	1									0	2	2	2	102	36	0	1
86	千金散	2	1	0	23					1	2	2	2	1	2	1	2	2	2	28	1									0	2	2	2	102	36	0	1
87	白云散	2	1	0	4					1	2	3	2	1	2	10	4	1	2	9	2	2	2	28	3					0	5	3	10	103	36	0	1
88	大还丹	2	1	0	9					1	2	3	2	1	2	10	4	1	2	9	2	2	2	28	3					0	5	3	10	103	36	0	1
89	玉灵散	2	1	0	14					1	2	3	2	1	2	10	4	1	2	11	2	2	2	28	3					0	5	3	10	103	36	0	1
90	召魂丹	2	1	0	19					1	2	11	2	1	2	12	2	1	3	11	1	2	131	82	1					0	5	3	10	103	36	0	1
91	补天散	2	1	0	24					1	2	11	2	1	2	12	2	1	3	11	1	2	131	82	1					0	5	3	10	103	36	0	1
92	天香云锦续	2	1	0	5					1	2	4	2	1	2	5	2	1	2	6	1	2	131	82	1					0	7	5	20	104	36	0	1
93	一元复始丹	2	1	0	10					1	2	4	2	1	2	5	2	1	2	6	1	2	131	82	1					0	7	5	20	104	36	0	1
94	五花玉露丸	2	1	0	15					1	2	4	2	1	2	5	2	1	2	6	1	2	131	82	1					0	7	5	20	104	36	0	1
95	渔神役使丹	2	1	0	20					1	2	6	2	1	2	5	2	1	2	9	1	2	131	82	1					0	7	5	20	104	36	0	1
96	七虫七花散	2	1	0	25					1	2	6	2	1	2	4	2	1	2	2	1	2	131	82	1					0	7	5	20	104	36	0	1
97	护心丹	2	1	0	41					1	2	4	2	1	2	5	2	1	2	3	1	2	131	82	1					0	7	5	20	104	36	0	1
98	行气散	2	1	0	44					1	2	4	2	1	2	5	2	1	2	3	1	2	131	82	1					0	7	5	20	104	36	0	1
99	护体丹	2	1	0	54					1	2	4	2	1	2	5	2	1	2	3	1	2	131	82	1					0	7	5	20	104	36	0	1
100	护神丹	2	1	0	55					1	2	4	2	1	2	5	2	1	2	3	1	2	131	82	1					0	7	5	20	104	36	0	1
101	黑玉断续膏	2	1	0	6					1	0	5	1	2	131	82	1													0	9	5	25	105	36	0	1
102	万物归元丹	2	1	0	11					1	0	10	1	2	131	82	1													0	9	5	25	105	36	0	1
103	生生造化散	2	1	0	16					1	0	15	1	2	131	82	1													0	9	5	25	105	36	0	1
104	奔星却月丹	2	1	0	21					1	2	11	4	1	2	10	4	1	3	13	4	2	131	82	1					0	9	5	25	105	36	0	1
105	大日炎阳散	2	1	0	26					1	2	11	4	1	2	10	4	1	3	13	4	2	131	82	1					0	9	5	25	105	36	0	1
106	黄金玉露	2	1	0	276					2	130	24	4	2	130	25	4	1	0	26	10	2	131	82	1					0	9	5	25	105	36	0	1
107	五华聚元散（力量）	2	1	0	261					2	130	24	4	2	130	25	4	1	0	41	12	2	95	1508	1					0	9	5	25	105	36	0	1
108	五华聚元散（内功）	2	1	0	262					2	130	25	4	2	130	26	4	1	0	44	12	2	95	1508	1					0	9	5	25	105	36	0	1
109	五华聚元散（身法）	2	1	0	264					2	130	26	4	2	130	24	4	1	0	54	12	2	95	1508	1					0	9	5	25	105	36	0	1
110	五华聚元散（洞察）	2	1	0	265					2	130	26	4	2	130	24	4	1	0	55	12	2	95	1508	1					0	9	5	25	105	36	0	1
111	九转逍遥丹（力根）甲	2	1	0	277					1	0	261	6	1	0	263	6	2	95	1508	3									0	9	5	25	105	36	0	1
112	九转逍遥丹（力身）甲	2	1	0	278					1	0	261	6	1	0	264	6	2	95	1508	3									0	9	5	25	105	36	0	1
113	九转逍遥丹（力洞）甲	2	1	0	279					1	0	261	6	1	0	265	6	2	95	1508	3									0	9	5	25	105	36	0	1
114	九转逍遥丹（力内）甲	2	1	0	280					1	0	261	6	1	0	262	6	2	95	1508	3									0	9	5	25	105	36	0	1
115	九转逍遥丹（内根）甲	2	1	0	281					1	0	262	6	1	0	263	6	2	95	1508	3									0	9	5	25	105	36	0	1
116	九转逍遥丹（内身）甲	2	1	0	282					1	0	262	6	1	0	264	6	2	95	1508	3									0	9	5	25	105	36	0	1
117	九转逍遥丹（内洞）甲	2	1	0	283					1	0	262	6	1	0	265	6	2	95	1508	3									0	9	5	25	105	36	0	1
118	九转逍遥丹（身根）甲	2	1	0	284					1	0	264	6	1	0	263	6	2	95	1508	3									0	9	5	25	105	36	0	1
119	九转逍遥丹（身洞）甲	2	1	0	285					1	0	264	6	1	0	265	6	2	95	1508	3									0	9	5	25	105	36	0	1
120	九转逍遥丹（洞根）甲	2	1	0	286					1	0	265	6	1	0	263	6	2	95	1508	3									0	9	5	25	105	36	0	1
121	养性修身丸	2	2	111	116					2	95	223	1	2	111	117	1													0	9	5	5	102	36	0	1
122	九转逍遥丹（力根）乙	2	1	0	277					1	0	266	3	2	95	1508	3													0	9	5	25	105	36	0	1
123	九转逍遥丹（力身）乙	2	1	0	278					1	0	267	3	2	95	1508	3													0	9	5	25	105	36	0	1
124	九转逍遥丹（力洞）乙	2	1	0	279					1	0	268	3	2	95	1508	3													0	9	5	25	105	36	0	1
125	九转逍遥丹（力内）乙	2	1	0	280					1	0	269	3	2	95	1508	3													0	9	5	25	105	36	0	1
126	九转逍遥丹（内根）乙	2	1	0	281					1	0	270	3	2	95	1508	3													0	9	5	25	105	36	0	1
127	九转逍遥丹（内身）乙	2	1	0	282					1	0	271	3	2	95	1508	3													0	9	5	25	105	36	0	1
128	九转逍遥丹（内洞）乙	2	1	0	283					1	0	272	3	2	95	1508	3													0	9	5	25	105	36	0	1
129	九转逍遥丹（身根）乙	2	1	0	284					1	0	273	3	2	95	1508	3													0	9	5	25	105	36	0	1
130	九转逍遥丹（身洞）乙	2	1	0	285					1	0	274	3	2	95	1508	3													0	9	5	25	105	36	0	1
131	九转逍遥丹（洞根）乙	2	1	0	286					1	0	275	3	2	95	1508	3													0	9	5	25	105	36	0	1
132																																					
133																																					
134																																					
135																																					
136																																					
137																																					
138																																					
139																																					
140																																					
141	窝头	3	1	1	1																									0	1	1	0	301	36	0	1
142	军用物资	3	2	97	1					2	0	307	15																	0	1	0	0	301	36	0	1
143	黑钨精石	3	2	2	66					2	2	37	20	2	8	7	5													0	1	0	0	301	36	0	1
144	铁线精木	3	2	2	67					2	2	11	20	2	10	2	5													0	1	0	0	301	36	0	1
145	山狮精皮	3	2	2	68					2	2	47	20	2	9	7	5													0	1	0	0	301	36	0	1
146	赤钨灵符	3	2	2	69					2	1	912	5	2	2	14	5													0	1	0	0	301	36	0	1
147	钢锭	3	2	131	62					2	8	5	2	2	2	2	2	2	2	1	2	2	2	59	1					0	2	3	3	302	36	0	1
148	精铁锭	3	2	131	14					2	2	2	4	2	2	42	4	2	131	62	2	2	2	59	10					1	2	5	5	302	180	0	1
149	紫金锭	3	2	131	15					2	2	3	4	2	2	43	4	2	131	62	2	2	2	59	10					1	2	5	5	302	180	0	1
150	寒碧铁	3	2	131	77					2	2	4	2	2	2	5	1	2	2	6	1	2	2	60	2					0	5	3	10	303	36	0	1
151	茅山玉佩	3	2	131	16	2	131	17	20	2	2	36	4	2	131	77	4	2	2	32	4	2	2	60	10					1	5	12	40	303	360	0	1
152	连衡谱	3	2	2	27	2	2	57	25	2	2	10	2	2	2	45	2	2	2	31	1	2	2	60	2					0	5	3	10	303	36	0	1
153	精钢锭	3	2	131	63					2	2	38	2	2	2	37	2	2	2	27	1	2	2	61	2					0	7	5	20	304	36	0	1
154	天宝馨宜指环	3	2	131	19	2	131	20	20	2	2	39	4	2	2	12	4	2	2	57	1	2	2	61	10					1	7	20	80	304	180	0	1
155	玉钢	3	2	131	22					2	8	7	2	2	131	63	2	2	2	58	1	2	2	61	2					0	7	10	40	304	36	0	1
156	精炼黑金	3	2	2	468					2	2	37	1	2	2	59	10	2	2	60	4	2	2	61	4					0	7	5	20	304	36	0	1
157	千锤	3	2	114	76					2	130	16	4	2	131	22	4	2	7	3	4	2	2	468	10					1	9	20	40	305	180	0	1
158	百炼	3	2	114	55					2	2	40	4	2	130	16	4	2	131	22	4	2	2	468	10					1	9	20	40	305	180	0	1
159	本如法师之法华刀	3	0	3	140					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
160	本如法师之法华刀	3	0	3	141					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
161	大慧禅师之无心杖	3	0	8	142					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
162	大慧禅师之无心杖	3	0	8	143					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
163	青灯法师之离俗手	3	0	0	144					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
164	青灯法师之离俗手	3	0	0	145					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
165	千机隐士之漆身暗器	3	0	1	146					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
166	千机隐士之漆身暗器	3	0	1	147					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
167	千机隐士之漆身暗器	3	0	1	148					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
168	千机隐士之漆身暗器	3	0	1	149					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
169	昙彻尼之幽隐剑	3	0	2	150					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
170	昙彻尼之幽隐剑	3	0	2	151					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
171	古琴圣之绕梁琴	3	0	10	152					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
172	古琴圣之绕梁琴	3	0	10	153					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
173	传功长老之四海手	3	0	0	154					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
174	传功长老之四海手	3	0	0	155					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
175	传功长老之四海手	3	0	0	156					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
176	传功长老之四海手	3	0	0	157					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
177	掌钵长老之穷楼棍	3	0	5	158					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
178	掌钵长老之穷楼棍	3	0	5	159					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
179	掌钵长老之穷楼棍	3	0	5	160					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
180	掌钵长老之穷楼棍	3	0	5	161					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
181	太清真人之道德剑	3	0	2	162					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
182	太清真人之道德剑	3	0	2	163					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
183	太清真人之道德剑	3	0	2	164					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
184	太清真人之道德剑	3	0	2	165					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
185	通天教主之诛仙笔	3	0	9	166					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
186	通天教主之诛仙笔	3	0	9	167					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
187	通天教主之诛仙笔	3	0	9	168					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
188	通天教主之诛仙笔	3	0	9	169					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
189	征南元帅之龙神枪	3	0	6	170					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
190	征南元帅之龙神枪	3	0	6	171					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
191	征南元帅之龙神枪	3	0	6	172					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
192	征南元帅之龙神枪	3	0	6	173					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
193	镇北元帅之虞候弓	3	0	4	174					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
194	镇北元帅之虞候弓	3	0	4	175					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
195	镇北元帅之虞候弓	3	0	4	176					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
196	镇北元帅之虞候弓	3	0	4	177					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
197	吞月尊者之贪狼双刀	3	0	7	178					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
198	吞月尊者之贪狼双刀	3	0	7	179					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
199	吞月尊者之贪狼双刀	3	0	7	180					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
200	吞月尊者之贪狼双刀	3	0	7	181					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
201	蛊王尊者之百足爪	3	0	11	182					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
202	蛊王尊者之百足爪	3	0	11	183					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
203	蛊王尊者之百足爪	3	0	11	184					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
204	蛊王尊者之百足爪	3	0	11	185					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
205	龙虎真人之正一剑	3	0	2	186					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
206	龙虎真人之正一剑	3	0	2	187					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
207	大明尊者之寂灭刀	3	0	3	188					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
208	大明尊者之寂灭刀	3	0	3	189					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
209	大明尊者之寂灭刀	3	0	3	190					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
210	大明尊者之寂灭刀	3	0	3	191					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
211	护法尊者之出阵笔	3	0	9	192					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
212	护法尊者之出阵笔	3	0	9	193					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
213	护法尊者之出阵笔	3	0	9	194					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
214	护法尊者之出阵笔	3	0	9	195					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
215	摩尼尊者之四果爪	3	0	11	196					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
216	摩尼尊者之四果爪	3	0	11	197					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
217	摩尼尊者之四果爪	3	0	11	198					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
218	摩尼尊者之四果爪	3	0	11	199					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
219	天香仙子之芙蓉枝	3	0	13	200					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
220	天香仙子之芙蓉枝	3	0	13	201					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
221	翠微仙子之绿竹笛	3	0	12	202					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
222	翠微仙子之绿竹笛	3	0	12	203					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
223	惭恩客之斩衣双匕	3	0	14	204					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
224	惭恩客之斩衣双匕	3	0	14	205					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
225	惭恩客之斩衣双匕	3	0	14	206					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
226	惭恩客之斩衣双匕	3	0	14	207					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
227	浣剑真人之御心剑	3	0	2	208					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
228	浣剑真人之御心剑	3	0	2	209					2	2	58	100	2	131	22	300	2	2	108	2	2	102	165	10					1	9	50	0	305	180	0	1
229																																					
230																																					
231																																					
232																																					
233																																					
234																																					
235																																					
236																																					
237																																					
238																																					
239																																					
240																																					
241	窝头	4	1	1	1																									0	1	1	0	401	36	0	1
242	军用物资	4	2	97	1					2	0	307	15																	0	1	0	0	401	36	0	1
243	黑钨精石	4	2	2	66					2	2	37	20	2	8	7	5													0	1	0	0	401	36	0	1
244	铁线精木	4	2	2	67					2	2	11	20	2	10	2	5													0	1	0	0	401	36	0	1
245	山狮精皮	4	2	2	68					2	2	47	20	2	9	7	5													0	1	0	0	401	36	0	1
246	赤钨灵符	4	2	2	69					2	1	912	5	2	2	14	5													0	1	0	0	401	36	0	1
247	普通皮革	4	2	131	78					2	2	16	2	2	2	15	2	2	9	1	2	2	2	63	2					0	2	1	1	402	36	0	1
248	麻布	4	2	131	23					1	3	9	2	2	9	2	2	2	9	3	2	2	2	63	2					1	2	5	5	402	180	0	1
249	精致皮革	4	2	131	79					2	131	78	1	2	2	46	2	2	2	17	2	2	2	62	2					0	5	6	20	403	36	0	1
