desc	group_id	rate	award_name	award_type	item_g	item_d	item_p	num	neet_body	need_route	bind	expire_hours	msg_type	runtime_stat_id	script	func
	202	30000	ThÇn N«ng §¬n	3	2	1	343	1				168				
	202	25000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1				168				
	202	25000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	202	1000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168				
	202	10500	C©y Tø Linh	3	2	1	30269	1				168				
	202	10500	C©y b¸t nh· nhá	3	2	0	504	1				168				
	202	5000	C©y B¸t Nh· Lín	3	2	0	398	1				168				
	202	500	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				168				
	202	500	§Þnh Hån Thiªn Th¹ch ThÇn Th¹ch	3	2	1	1067	1				168				
	202	5000	C­êng hãa quyÓn 12	3	2	1	30424	1				168				
	202	5000	C­êng hãa quyÓn 13	3	2	1	30425	1				168				
	202	2500	TÈy Tñy linh ®¬n	3	2	0	137	1				168				
	202	2500	Tµng R­¬ng	3	2	1	30341	1								
	202	1000	L©n S­	3	0	105	30044	1				168				
act_2xu_free2_rand	203	168000	exp	4				20000000								
	203	150000	exp	4				25000000								
	203	20000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168				
	203	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	203	50000	Tam Thanh hoµn	3	2	1	1097	1				168				
	203	50000	Lôc ThÇn hoµn	3	2	1	1064	1				168				
	203	1000	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				168				
	203	1000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1				168				
	203	200000	C­êng hãa quyÓn 12	3	2	1	30424	1				168				
	203	200000	C­êng hãa quyÓn 13	3	2	1	30425	1				168				
	203	30000	ChuyÓn Sinh §¬n 	3	2	1	30345	1				168				
	203	50000	TÈy Tñy linh ®¬n	3	2	0	137	1				168				
	203	30000	Tµng R­¬ng	3	2	1	30341	1								
act_2xu_ib_rand	204	200900	exp	4				5500000								
	204	149000	exp	4				11000000								
	204	110000	exp	4				16500000								
	204	50000	exp	4				22000000								
	204	30000	exp	4				27500000								
	204	10000	exp	4				33000000								
	204	30000	§¹i Nh©n s©m	3	2	0	553	1				168				
	204	30000	TÈy Tñy linh ®¬n	3	2	0	137	1				168				
	204	5000	Tµng R­¬ng	3	2	1	30341	1								
	204	2000	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				168				
	204	2000	§Þnh Hån Thiªn Th¹ch ThÇn Th¹ch	3	2	1	1067	1				168				
	204	30000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1				168				
	204	50000	Th¸i DÞch Hçn Nguyªn C«ng §å	3	2	0	1082	2								
	204	30000	 ®iÓm tÝch lòy chiÕn tr­êng	16				500								
	204	30000	C«ng tr¹ng	7				1000								
	204	10000	N÷ Oa Tinh Th¹ch	3	2	1	504	1				168				
	204	10000	Trøng Linh Thó-Cao	3	2	1	30728	1								
	204	55000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	204	10000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168				
	204	100	ThÇn Tµi B¶o R­¬ng	3	2	1	30344	1								
	204	30000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1								
	204	30000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	204	30000	C­êng Tam Thanh hoµn	3	2	1	1098	1				168				
	204	30000	C­êng Lôc ThÇn hoµn	3	2	1	1065	1				168				
	204	11000	B¸t B¶o TÈy Tñy Tiªn §¬n	3	2	0	138	1				168				
	204	4000	C­êng hãa quyÓn 12	3	2	1	30424	1				168				
	204	4000	C­êng hãa quyÓn 13	3	2	1	30425	1				168				
	204	8000	C­êng hãa quyÓn 14	3	2	1	30426	1				168				
	204	8000	C­êng hãa quyÓn 15	3	2	1	30427	1				168				
	204	1000	L©n S­	3	0	105	30044	1								
act_2xu_ib2_rand	205	149000	exp	4				35000000								
	205	50000	exp	4				55000000								
	205	10000	Tµng R­¬ng	3	2	1	30341	1								
	205	10000	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				168				
	205	10000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1				168				
	205	50000	 ®iÓm tÝch lòy chiÕn tr­êng	16				1000								
	205	50000	C«ng tr¹ng	7				2000								
	205	30000	N÷ Oa Tinh Th¹ch	3	2	1	504	1				168				
	205	30000	Trøng Linh Thó-Cao	3	2	1	30728	1								
	205	50000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168				
	205	1000	ThÇn Tµi B¶o R­¬ng	3	2	1	30344	1								
	205	70000	C­êng hãa quyÓn 12	3	2	1	30424	1				168				
	205	70000	C­êng hãa quyÓn 13	3	2	1	30425	1				168				
	205	70000	C­êng hãa quyÓn 14	3	2	1	30426	1				168				
	205	100000	C­êng hãa quyÓn 15	3	2	1	30427	1				168				
	205	50000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	205	50000	Lôc ThÇn Tiªn ®¬n	3	2	1	1066	1				168				
	205	50000	Tam Thanh Tiªn ®¬n	3	2	1	1099	1				168				
	205	50000	B¸t B¶o TÈy Tñy Tiªn §¬n	3	2	0	138	1				168				
	205	50000	ChuyÓn Sinh §¬n 	3	2	1	30345	1				168				
highlvbook70_rand	206	50000	Kim Cang B¸t Nh· Ch©n QuyÓn 	3	0	107	204	1								
	206	50000	TiÒm Long Tóc DiÖt Ch©n QuyÓn	3	0	107	205	1								
	206	50000	V« TrÇn Bå §Ò Ch©n QuyÓn	3	0	107	206	1								
	206	50000	Thiªn La Liªn Ch©u Ch©n QuyÓn	3	0	107	207	1								
	206	50000	Nh­ ý Kim §Ønh Ch©n QuyÓn	3	0	107	208	1								
	206	50000	BÝch H¶i TuyÖt ¢m Ch©n QuyÓn	3	0	107	209	1								
	206	50000	Hçn §én TrÊn Nh¹c Ch©n QuyÓn	3	0	107	210	1								
	206	50000	Quú Thiªn Du Long Ch©n QuyÓn	3	0	107	211	1								
	206	50000	HuyÒn ¶nh Mª T«ng Ch©n QuyÓn	3	0	107	212	1								
	206	50000	Qu©n Tö §íi Phong Ch©n QuyÓn	3	0	107	213	1								
	206	50000	TrÊn Qu©n Phi Long Th­¬ng Ch©n QuyÓn	3	0	107	214	1								
	206	50000	Xuyªn V©n L¹c Hång Ch©n QuyÓn	3	0	107	215	1								
	206	50000	HuyÒn Minh Phong Ma Ch©n QuyÓn	3	0	107	216	1								
	206	50000	Linh Cæ HuyÒn Tµ Ch©n QuyÓn	3	0	107	217	1								
	206	50000	Cöu Thiªn Phong L«i Ch©n QuyÓn	3	0	107	218	1								
	206	50000	Hång TrÇn Tóy Méng Ch©n QuyÓn	3	0	107	222	1								
	206	50000	Håi Phong Tr¶m NhËt Ch©n QuyÓn	3	0	107	219	1								
	206	50000	Phô Kú Hµnh TrËn Ch©n QuyÓn	3	0	107	220	1								
	206	50000	Ng­ng HuyÕt Phong Hån Ch©n QuyÓn	3	0	107	221	1								
	206	50000	Phong Hoa Thiªn DiÖp Ch©n QuyÓn	3	0	107	223	1								
