T®ng 15 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 16 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 17 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 18 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 19 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 20 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	10	10	10	10	10	50	50	10	200	250	250	800	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	3000	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 21 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 22 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 23 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 24 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 25 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 26 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Th®ng 27 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 28 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 29 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	400	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 30 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	10	10	10	10	10	50	50	10	200	250	250	800	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	3000	4000	10	10	10	3000	3000	3000	3000	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 31 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	500	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 32 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	500	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 33 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	500	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 34 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	500	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 35 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	500	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 36 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	500	10	10	10	300	300	300	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
