TaskID	NpcID	EventID	NpcKillNum	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20052003	Thùc Nh©n Th¶o	177	60	419			6	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Thùc nh©n th¶o<color> ë Ngò §éc mª cung tÇng 2 cã thÓ ¨n thÞt ng­êi, h·y ®i chÆt bá chóng!	<color=yellow>Thùc nh©n th¶o<color> ë Ngò §éc mª cung tÇng 2 cã thÓ ¨n thÞt ng­êi, h·y ®i chÆt bá chóng!	<color=yellow>Thùc nh©n th¶o<color> ë Ngò §éc mª cung tÇng 2 cã thÓ ¨n thÞt ng­êi, h·y ®i chÆt bá chóng!	Thùc Nh©n Th¶o
20062001	N÷ HiÖp Kh¸ch	230	60	317			6	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>N÷ HiÖp Kh¸ch<color> ë Tróc Ty ®éng rÊt thiÖn dông C©n Qu¾c kiÕm. H·y ®Õn ®ã thØnh gi¸o vµi chiªu!	<color=yellow>N÷ HiÖp Kh¸ch<color> ë Tróc Ty ®éng rÊt thiÖn dông C©n Qu¾c kiÕm. H·y ®Õn ®ã thØnh gi¸o vµi chiªu!	<color=yellow>N÷ HiÖp Kh¸ch<color> ë Tróc Ty ®éng rÊt thiÖn dông C©n Qu¾c kiÕm. H·y ®Õn ®ã thØnh gi¸o vµi chiªu!	N÷ HiÖp Kh¸ch
20062002	C¸ sÊu	146	60	151			6	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn ®©y <color=yellow>C¸ sÊu<color> ë V©n Méng tr¹ch ¨n mÊt gia sóc cña d©n lµng ngoµi thµnh D­¬ng Ch©u! H·y mau ®i trõng trÞ chóng!	GÇn ®©y <color=yellow>C¸ sÊu<color> ë V©n Méng tr¹ch ¨n mÊt gia sóc cña d©n lµng ngoµi thµnh D­¬ng Ch©u! H·y mau ®i trõng trÞ chóng!	GÇn ®©y <color=yellow>C¸ sÊu<color> ë V©n Méng tr¹ch ¨n mÊt gia sóc cña d©n lµng ngoµi thµnh D­¬ng Ch©u! H·y mau ®i trõng trÞ chóng!	C¸ sÊu
20062003	B¸t Phô Hµ §«ng S­	214	60	211			6	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>B¸t Phô Hµ §«ng s­<color> ë tÇng 2 D­¬ng Trung ®éng vèn lµ truyÒn nh©n cña c«ng phu S­ Tö Hèng, h·y ®i tû thÝ vµi chiªu!.	<color=yellow>B¸t Phô Hµ §«ng s­<color> ë tÇng 2 D­¬ng Trung ®éng vèn lµ truyÒn nh©n cña c«ng phu S­ Tö Hèng, h·y ®i tû thÝ vµi chiªu!.	<color=yellow>B¸t Phô Hµ §«ng s­<color> ë tÇng 2 D­¬ng Trung ®éng vèn lµ truyÒn nh©n cña c«ng phu S­ Tö Hèng, h·y ®i tû thÝ vµi chiªu!.	B¸t Phô Hµ §«ng S­
20072001	§ång nh©n	148	60	214			6	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	Ng­¬i ®· tiÕn bé rÊt nhiÒu, giê h·y vµo trong tÇng 2 ThiÕu L©m mËt thÊt thö søc víi ¶i <color=yellow>§ång nh©n<color>.	Ng­¬i ®· tiÕn bé rÊt nhiÒu, giê h·y vµo trong tÇng 2 ThiÕu L©m mËt thÊt thö søc víi ¶i <color=yellow>§ång nh©n<color>.	Ng­¬i ®· tiÕn bé rÊt nhiÒu, giê h·y vµo trong tÇng 2 ThiÕu L©m mËt thÊt thö søc víi ¶i <color=yellow>§ång nh©n<color>.	§ång nh©n
20072002	Mao Ng­u	245	60	408			6	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn ®©y <color=yellow>Miªu LÜnh D· Mao Ng­u<color>bÞ XÝch Gi¸o ®å lµm cuång lo¹n, g©y h¹i nhiÒu ng­êi. H·y mau ®uæi chóng ®i!	GÇn ®©y <color=yellow>Miªu LÜnh D· Mao Ng­u<color>bÞ XÝch Gi¸o ®å lµm cuång lo¹n, g©y h¹i nhiÒu ng­êi. H·y mau ®uæi chóng ®i!	GÇn ®©y <color=yellow>Miªu LÜnh D· Mao Ng­u<color>bÞ XÝch Gi¸o ®å lµm cuång lo¹n, g©y h¹i nhiÒu ng­êi. H·y mau ®uæi chóng ®i!	Mao Ng­u
20072003	§ao V­¬ng	246	60	212			6	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>§ao v­¬ng<color> ë tÇng 3 D­¬ng Trung ®éng sö dông V­¬ng Gi¶ ®ao ph¸p xuÊt quû nhËp thÇn, h·y ®i thØnh gi¸o vµi chiªu!	<color=yellow>§ao v­¬ng<color> ë tÇng 3 D­¬ng Trung ®éng sö dông V­¬ng Gi¶ ®ao ph¸p xuÊt quû nhËp thÇn, h·y ®i thØnh gi¸o vµi chiªu!	<color=yellow>§ao v­¬ng<color> ë tÇng 3 D­¬ng Trung ®éng sö dông V­¬ng Gi¶ ®ao ph¸p xuÊt quû nhËp thÇn, h·y ®i thØnh gi¸o vµi chiªu!	§ao V­¬ng
20082001	Miªu LÜnh Hé Ên	183	60	420			6	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	Th× ra bän <color=yellow>Miªu LÜnh hé Ên<color> ¨n trém Cµn Kh«n kÝnh hiÖn ®ang Èn nÊp ë tÇng 1 YÕn Tö ®éng, h·y ®i b¾t chóng vÒ quy ¸n.	Th× ra bän <color=yellow>Miªu LÜnh hé Ên<color> ¨n trém Cµn Kh«n kÝnh hiÖn ®ang Èn nÊp ë tÇng 1 YÕn Tö ®éng, h·y ®i b¾t chóng vÒ quy ¸n.	Th× ra bän <color=yellow>Miªu LÜnh hé Ên<color> ¨n trém Cµn Kh«n kÝnh hiÖn ®ang Èn nÊp ë tÇng 1 YÕn Tö ®éng, h·y ®i b¾t chóng vÒ quy ¸n.	Miªu LÜnh Hé Ên
20082002	Liªu ®ao binh	151	60	311			6	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	Bän <color=yellow>Liªu ®ao binh<color> ®· x©m nhËp Phôc Ng­u s¬n cña §¹i Tèng ta! H·y ®uæi chóng ®i!	Bän <color=yellow>Liªu ®ao binh<color> ®· x©m nhËp Phôc Ng­u s¬n cña §¹i Tèng ta! H·y ®uæi chóng ®i!	Bän <color=yellow>Liªu ®ao binh<color> ®· x©m nhËp Phôc Ng­u s¬n cña §¹i Tèng ta! H·y ®uæi chóng ®i!	Liªu ®ao binh
20082003	Ng©n Hå	150	60	107			6	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	D©n lµng ë Vò Di s¬n l¹i ®Õn than v·n, bän <color=yellow>Ng©n hå<color> khiÕn hä bÊt an! H·y mau ®i trõ h¹i cho d©n!	D©n lµng ë Vò Di s¬n l¹i ®Õn than v·n, bän <color=yellow>Ng©n hå<color> khiÕn hä bÊt an! H·y mau ®i trõ h¹i cho d©n!	D©n lµng ë Vò Di s¬n l¹i ®Õn than v·n, bän <color=yellow>Ng©n hå<color> khiÕn hä bÊt an! H·y mau ®i trõ h¹i cho d©n!	Ng©n Hå
20092001	Hæ Y Nh©n	217	60	207			6	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Hæ y Nh©n<color> ë NhÞ Long s¬n ®· dùa vµo ®éng t¸c cña phi cÇm m·nh thó ®óc kÕt nªn B¸ch Thó xoa ph¸p, lµ kú m«n vâ c«ng hiÕm thÊy trong vâ l©m! H·y ®i thØnh gi¸o vµi chiªu!	<color=yellow>Hæ y Nh©n<color> ë NhÞ Long s¬n ®· dùa vµo ®éng t¸c cña phi cÇm m·nh thó ®óc kÕt nªn B¸ch Thó xoa ph¸p, lµ kú m«n vâ c«ng hiÕm thÊy trong vâ l©m! H·y ®i thØnh gi¸o vµi chiªu!	<color=yellow>Hæ y Nh©n<color> ë NhÞ Long s¬n ®· dùa vµo ®éng t¸c cña phi cÇm m·nh thó ®óc kÕt nªn B¸ch Thó xoa ph¸p, lµ kú m«n vâ c«ng hiÕm thÊy trong vâ l©m! H·y ®i thØnh gi¸o vµi chiªu!	Hæ Y Nh©n
20092002	Hoang m¹c ®ao kh¸ch	247	60	310			6	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	LiÖt NhËt Viªm D­¬ng ®ao cña <color=yellow>Hoang m¹c ®ao kh¸ch<color> ë KiÕm M«n quan uy lùc phi phµm! H·y thô gi¸o tuyÖt kü ®ao ph¸p!	LiÖt NhËt Viªm D­¬ng ®ao cña <color=yellow>Hoang m¹c ®ao kh¸ch<color> ë KiÕm M«n quan uy lùc phi phµm! H·y thô gi¸o tuyÖt kü ®ao ph¸p!	LiÖt NhËt Viªm D­¬ng ®ao cña <color=yellow>Hoang m¹c ®ao kh¸ch<color> ë KiÕm M«n quan uy lùc phi phµm! H·y thô gi¸o tuyÖt kü ®ao ph¸p!	Hoang m¹c ®ao kh¸ch
20092003	HuyÒn Vâ KiÕm	156	60	321			6	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	Kim Quang KiÕm ph¸p cña <color=yellow>HuyÒn Vâ KiÕm<color> trong Kim Quang ®éng lµ kú m«n vâ häc cña vâ l©m. H·y thô gi¸o xem thùc lùc kiÕm ph¸p thÕ nµo?	Kim Quang KiÕm ph¸p cña <color=yellow>HuyÒn Vâ KiÕm<color> trong Kim Quang ®éng lµ kú m«n vâ häc cña vâ l©m. H·y thô gi¸o xem thùc lùc kiÕm ph¸p thÕ nµo?	Kim Quang KiÕm ph¸p cña <color=yellow>HuyÒn Vâ KiÕm<color> trong Kim Quang ®éng lµ kú m«n vâ häc cña vâ l©m. H·y thô gi¸o xem thùc lùc kiÕm ph¸p thÕ nµo?	HuyÒn Vâ KiÕm
20102001	§«ng H¶i Thñy Téc	158	60	103			6	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	§«ng H¶i H¶i T©n 1 xuÊt hiÖn nhiÒu <color=yellow>§«ng H¶i Thñy téc Binh sÜ<color> tµn s¸t d©n th­êng! H·y ®i trõng trÞ chóng!	§«ng H¶i H¶i T©n 1 xuÊt hiÖn nhiÒu <color=yellow>§«ng H¶i Thñy téc Binh sÜ<color> tµn s¸t d©n th­êng! H·y ®i trõng trÞ chóng!	§«ng H¶i H¶i T©n 1 xuÊt hiÖn nhiÒu <color=yellow>§«ng H¶i Thñy téc Binh sÜ<color> tµn s¸t d©n th­êng! H·y ®i trõng trÞ chóng!	§«ng H¶i Thñy Téc
20102002	B¹ch §Çu §iªu	157	60	414			6	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	Phông Nh·n §éng cã lò <color=yellow>B¹ch ®Çu ®iªu<color> th­êng tËp kÝch gia sóc cña d©n th«n, h·y ®i tiªu diÖt chóng.	Phông Nh·n §éng cã lò <color=yellow>B¹ch ®Çu ®iªu<color> th­êng tËp kÝch gia sóc cña d©n th«n, h·y ®i tiªu diÖt chóng.	Phông Nh·n §éng cã lò <color=yellow>B¹ch ®Çu ®iªu<color> th­êng tËp kÝch gia sóc cña d©n th«n, h·y ®i tiªu diÖt chóng.	B¹ch §Çu §iªu
20102003	Miªu LÜnh Thæ ty	238	60	421			6	0	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	<color=yellow>Miªu LÜnh thæ ty<color> ë tÇng 2 YÕn Tö ®éng ®ang thu thuÕ cao, d©n chóng ai ai còng o¸n than, h·y mau ®i trõng trÞ chóng!	<color=yellow>Miªu LÜnh thæ ty<color> ë tÇng 2 YÕn Tö ®éng ®ang thu thuÕ cao, d©n chóng ai ai còng o¸n than, h·y mau ®i trõng trÞ chóng!	<color=yellow>Miªu LÜnh thæ ty<color> ë tÇng 2 YÕn Tö ®éng ®ang thu thuÕ cao, d©n chóng ai ai còng o¸n than, h·y mau ®i trõng trÞ chóng!	Miªu LÜnh Thæ ty
20112001	L­u KhÊu	161	60	322			6	0	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	§Çu lÜnh S¬n tÆc gÇn ®©y d¾t bän <color=yellow>L­u KhÊu<color> Èn nÊp ë tÇng 1 Long Hæ ®éng, h·y ®i b¾t chóng vÒ quy ¸n!	§Çu lÜnh S¬n tÆc gÇn ®©y d¾t bän <color=yellow>L­u KhÊu<color> Èn nÊp ë tÇng 1 Long Hæ ®éng, h·y ®i b¾t chóng vÒ quy ¸n!	§Çu lÜnh S¬n tÆc gÇn ®©y d¾t bän <color=yellow>L­u KhÊu<color> Èn nÊp ë tÇng 1 Long Hæ ®éng, h·y ®i b¾t chóng vÒ quy ¸n!	L­u KhÊu
20112002	D¬i ®éc	225	60	416			6	0	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	<color=yellow>D¬i ®éc<color> ë tÇng 1 B¹ch Thñy ®éng, hÔ ®ªm khuya lµ bay ra h¹i ng­êi, h·y ®i tiªu diÖt chóng.	<color=yellow>D¬i ®éc<color> ë tÇng 1 B¹ch Thñy ®éng, hÔ ®ªm khuya lµ bay ra h¹i ng­êi, h·y ®i tiªu diÖt chóng.	<color=yellow>D¬i ®éc<color> ë tÇng 1 B¹ch Thñy ®éng, hÔ ®ªm khuya lµ bay ra h¹i ng­êi, h·y ®i tiªu diÖt chóng.	D¬i ®éc
20112003	§«ng H¶i Thñy Téc Binh sÜ	218	60	103			6	0	0	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	§«ng H¶i H¶i T©n 1 xuÊt hiÖn nhiÒu <color=yellow>§«ng H¶i Thñy téc Binh sÜ<color> tµn s¸t d©n th­êng! H·y ®i trõng trÞ chóng!	§«ng H¶i H¶i T©n 1 xuÊt hiÖn nhiÒu <color=yellow>§«ng H¶i Thñy téc Binh sÜ<color> tµn s¸t d©n th­êng! H·y ®i trõng trÞ chóng!	§«ng H¶i H¶i T©n 1 xuÊt hiÖn nhiÒu <color=yellow>§«ng H¶i Thñy téc Binh sÜ<color> tµn s¸t d©n th­êng! H·y ®i trõng trÞ chóng!	§«ng H¶i Thñy Téc Binh sÜ
